last,first,pos,num,comb,hits,oz_hits,nz_hits,dz_hits,p1_hits,p2_hits,p3_hits,ot_hits,5v5_hits,ev_hits,pp_hits,sh_hits,hits_taken,oz_hits_t,nz_hits_t,dz_hits_t,p1_hits_t,p2_hits_t,p3_hits_t,ot_hits_t,5v5_hits_t,ev_hits_t,pp_hits_t,sh_hits_t,g_hit_5_5v5,b_hit_5_5v5,g_hit_10_5v5,b_hit_10_5v5,g_hit_5_ev,b_hit_5_ev,g_hit_10_ev,b_hit_10_ev,g_hit_5_pp,b_hit_5_pp,g_hit_10_pp,b_hit_10_pp,g_hit_5_sh,b_hit_5_sh,g_hit_10_sh,b_hit_10_sh
BARTLEY,VICTOR,D,20,VICTOR BARTLEY,21.0,20.0,1.0,0.0,11.0,9.0,1.0,0.0,21.0,21.0,0.0,0.0,17.0,4.0,0.0,13.0,8.0,4.0,5.0,0.0,17.0,17.0,0.0,0.0,21.0,0.0,21.0,0.0,21.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BERRA,RETO,G,20,RETO BERRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STEEN,ALEXANDER,L,20,ALEXANDER STEEN,50.0,38.0,1.0,11.0,17.0,17.0,16.0,0.0,43.0,44.0,4.0,2.0,103.0,14.0,10.0,79.0,36.0,30.0,36.0,1.0,85.0,93.0,6.0,4.0,43.0,0.0,43.0,0.0,44.0,0.0,44.0,0.0,4.0,0.0,4.0,0.0,2.0,0.0,2.0,0.0
SAAD,BRANDON,L,20,BRANDON SAAD,43.0,28.0,1.0,14.0,17.0,15.0,10.0,1.0,39.0,40.0,3.0,0.0,49.0,17.0,3.0,29.0,19.0,15.0,14.0,1.0,46.0,47.0,2.0,0.0,39.0,0.0,39.0,0.0,40.0,0.0,40.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
HIGGINS,CHRIS,L,20,CHRIS HIGGINS,15.0,14.0,0.0,1.0,4.0,7.0,4.0,0.0,15.0,15.0,0.0,0.0,29.0,3.0,1.0,25.0,8.0,13.0,8.0,0.0,27.0,27.0,2.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THOMAS,CHRISTIAN,L,20,CHRISTIAN THOMAS,5.0,5.0,0.0,0.0,1.0,4.0,0.0,0.0,5.0,5.0,0.0,0.0,9.0,2.0,0.0,7.0,3.0,4.0,2.0,0.0,9.0,9.0,0.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MILLER,DREW,L,20,DREW MILLER,39.0,32.0,1.0,6.0,17.0,8.0,14.0,0.0,38.0,39.0,0.0,0.0,32.0,6.0,0.0,26.0,13.0,9.0,10.0,0.0,30.0,30.0,0.0,2.0,38.0,0.0,38.0,0.0,39.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GAZDIC,LUKE,L,20,LUKE GAZDIC,35.0,29.0,1.0,5.0,15.0,18.0,2.0,0.0,35.0,35.0,0.0,0.0,20.0,2.0,1.0,17.0,5.0,13.0,2.0,0.0,20.0,20.0,0.0,0.0,35.0,0.0,35.0,0.0,35.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STEMPNIAK,LEE,R,20,LEE STEMPNIAK,113.0,87.0,4.0,22.0,42.0,37.0,32.0,2.0,99.0,105.0,2.0,6.0,72.0,17.0,4.0,51.0,26.0,25.0,19.0,2.0,59.0,63.0,6.0,3.0,99.0,0.0,99.0,0.0,105.0,0.0,105.0,0.0,2.0,0.0,2.0,0.0,6.0,0.0,6.0,0.0
SALOMAKI,MIIKKA,R,20,MIIKKA SALOMAKI,164.0,125.0,4.0,35.0,72.0,47.0,45.0,0.0,159.0,159.0,0.0,5.0,92.0,15.0,0.0,77.0,34.0,32.0,26.0,0.0,87.0,88.0,0.0,4.0,158.0,1.0,158.0,1.0,158.0,1.0,158.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0
SUTTER,BRANDON,C,21,BRANDON SUTTER,12.0,10.0,0.0,2.0,5.0,3.0,3.0,1.0,10.0,11.0,0.0,1.0,20.0,6.0,2.0,12.0,12.0,5.0,3.0,0.0,18.0,18.0,0.0,2.0,10.0,0.0,10.0,0.0,11.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
LAICH,BROOKS,C,21,BROOKS LAICH,126.0,98.0,6.0,22.0,58.0,40.0,28.0,0.0,126.0,126.0,0.0,0.0,79.0,18.0,3.0,58.0,45.0,17.0,17.0,0.0,74.0,74.0,3.0,2.0,126.0,0.0,125.0,1.0,126.0,0.0,125.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STEPAN,DEREK,C,21,DEREK STEPAN,38.0,30.0,0.0,8.0,17.0,11.0,10.0,0.0,32.0,32.0,5.0,1.0,89.0,22.0,1.0,66.0,41.0,23.0,24.0,1.0,74.0,77.0,10.0,2.0,32.0,0.0,32.0,0.0,32.0,0.0,32.0,0.0,5.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0
PALMIERI,KYLE,C,21,KYLE PALMIERI,129.0,101.0,3.0,25.0,52.0,45.0,32.0,0.0,117.0,122.0,5.0,2.0,130.0,22.0,3.0,105.0,46.0,43.0,39.0,2.0,114.0,122.0,6.0,2.0,117.0,0.0,116.0,1.0,122.0,0.0,121.0,1.0,5.0,0.0,5.0,0.0,2.0,0.0,2.0,0.0
SHORE,NICK,C,21,NICK SHORE,97.0,76.0,2.0,19.0,30.0,35.0,32.0,0.0,92.0,92.0,1.0,4.0,71.0,17.0,1.0,53.0,31.0,19.0,21.0,0.0,67.0,67.0,1.0,3.0,92.0,0.0,92.0,0.0,92.0,0.0,92.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,4.0,0.0
BERGLUND,PATRIK,C,21,PATRIK BERGLUND,48.0,38.0,1.0,9.0,16.0,17.0,15.0,0.0,43.0,44.0,2.0,2.0,29.0,8.0,2.0,19.0,14.0,10.0,5.0,0.0,28.0,29.0,0.0,0.0,43.0,0.0,43.0,0.0,44.0,0.0,44.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0
MATTEAU,STEFAN,C,21,STEFAN MATTEAU,67.0,54.0,0.0,13.0,27.0,19.0,21.0,0.0,65.0,65.0,2.0,0.0,49.0,9.0,1.0,39.0,19.0,21.0,9.0,0.0,49.0,49.0,0.0,0.0,65.0,0.0,65.0,0.0,65.0,0.0,65.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
TATAR,TOMAS,C,21,TOMAS TATAR,74.0,60.0,4.0,10.0,22.0,26.0,24.0,2.0,68.0,72.0,2.0,0.0,79.0,11.0,4.0,64.0,35.0,26.0,18.0,0.0,70.0,70.0,9.0,0.0,68.0,0.0,67.0,1.0,72.0,0.0,71.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
TROCHECK,VINCENT,C,21,VINCENT TROCHECK,125.0,93.0,3.0,29.0,41.0,48.0,35.0,1.0,119.0,121.0,2.0,2.0,155.0,29.0,1.0,125.0,46.0,54.0,55.0,0.0,125.0,129.0,25.0,1.0,119.0,0.0,118.0,1.0,120.0,1.0,119.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0
FERENCE,ANDREW,D,21,ANDREW FERENCE,10.0,8.0,0.0,2.0,2.0,6.0,2.0,0.0,9.0,9.0,0.0,1.0,7.0,0.0,0.0,7.0,4.0,3.0,0.0,0.0,7.0,7.0,0.0,0.0,8.0,1.0,8.0,1.0,8.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
POTTER,COREY,D,21,COREY POTTER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WISNIEWSKI,JAMES,D,21,JAMES WISNIEWSKI,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KOSTKA,MICHAEL,D,21,MICHAEL KOSTKA,7.0,4.0,0.0,3.0,1.0,4.0,2.0,0.0,7.0,7.0,0.0,0.0,23.0,7.0,2.0,14.0,9.0,8.0,6.0,0.0,23.0,23.0,0.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ROUSSEL,ANTOINE,L,21,ANTOINE ROUSSEL,123.0,95.0,2.0,26.0,54.0,37.0,32.0,0.0,113.0,113.0,2.0,8.0,146.0,26.0,9.0,111.0,59.0,45.0,42.0,0.0,142.0,143.0,0.0,3.0,113.0,0.0,113.0,0.0,113.0,0.0,113.0,0.0,2.0,0.0,2.0,0.0,8.0,0.0,8.0,0.0
VAN RIEMSDYK,JAMES,L,21,JAMES VAN RIEMSDYK,52.0,37.0,2.0,13.0,20.0,10.0,20.0,2.0,47.0,49.0,3.0,0.0,59.0,11.0,1.0,47.0,22.0,21.0,15.0,1.0,56.0,57.0,2.0,0.0,47.0,0.0,47.0,0.0,49.0,0.0,49.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
RYCHEL,KERBY,L,21,KERBY RYCHEL,39.0,30.0,1.0,8.0,18.0,14.0,7.0,0.0,39.0,39.0,0.0,0.0,24.0,6.0,0.0,18.0,12.0,8.0,4.0,0.0,24.0,24.0,0.0,0.0,39.0,0.0,39.0,0.0,39.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERIKSSON,LOUI,L,21,LOUI ERIKSSON,22.0,18.0,0.0,4.0,13.0,5.0,4.0,0.0,21.0,21.0,0.0,1.0,100.0,24.0,5.0,71.0,44.0,26.0,30.0,0.0,88.0,89.0,10.0,1.0,21.0,0.0,21.0,0.0,21.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
RAYMOND,MASON,L,21,MASON RAYMOND,12.0,9.0,2.0,1.0,7.0,2.0,3.0,0.0,12.0,12.0,0.0,0.0,14.0,3.0,0.0,11.0,5.0,8.0,1.0,0.0,14.0,14.0,0.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAUGHTON,SCOTT,L,21,SCOTT LAUGHTON,86.0,61.0,3.0,22.0,41.0,31.0,14.0,0.0,85.0,85.0,0.0,1.0,62.0,16.0,1.0,45.0,26.0,19.0,17.0,0.0,58.0,59.0,1.0,2.0,85.0,0.0,84.0,1.0,85.0,0.0,84.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
SMITH,BEN,R,21,BEN SMITH,18.0,15.0,0.0,3.0,7.0,8.0,3.0,0.0,17.0,17.0,0.0,1.0,37.0,10.0,1.0,26.0,26.0,8.0,3.0,0.0,37.0,37.0,0.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
SMITH-PELLY,DEVANTE,R,21,DEVANTE SMITH-PELLY,105.0,83.0,5.0,17.0,41.0,32.0,32.0,0.0,99.0,101.0,2.0,2.0,98.0,17.0,1.0,80.0,38.0,32.0,28.0,0.0,96.0,96.0,2.0,0.0,99.0,0.0,99.0,0.0,101.0,0.0,101.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0
OKPOSO,KYLE,R,21,KYLE OKPOSO,90.0,68.0,2.0,20.0,43.0,23.0,24.0,0.0,84.0,84.0,6.0,0.0,140.0,32.0,7.0,101.0,55.0,45.0,39.0,1.0,120.0,125.0,15.0,0.0,84.0,0.0,84.0,0.0,84.0,0.0,84.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
SCEVIOUR,COLTON,C,22,COLTON SCEVIOUR,71.0,48.0,2.0,21.0,18.0,25.0,28.0,0.0,67.0,67.0,0.0,4.0,69.0,16.0,1.0,52.0,32.0,21.0,16.0,0.0,66.0,66.0,1.0,2.0,67.0,0.0,67.0,0.0,67.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0
SHORE,DREW,C,22,DREW SHORE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VARONE,PHIL,C,22,PHIL VARONE,4.0,2.0,0.0,2.0,2.0,1.0,1.0,0.0,4.0,4.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HORCOFF,SHAWN,C,22,SHAWN HORCOFF,58.0,52.0,1.0,5.0,26.0,16.0,16.0,0.0,50.0,55.0,0.0,3.0,45.0,12.0,1.0,32.0,18.0,14.0,13.0,0.0,43.0,44.0,0.0,1.0,50.0,0.0,50.0,0.0,55.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0
LEWIS,TREVOR,C,22,TREVOR LEWIS,168.0,142.0,4.0,22.0,68.0,54.0,45.0,1.0,155.0,157.0,0.0,11.0,154.0,34.0,6.0,114.0,60.0,51.0,43.0,0.0,146.0,150.0,2.0,2.0,155.0,0.0,155.0,0.0,157.0,0.0,157.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,11.0,0.0
BOYLE,DAN,D,22,DAN BOYLE,66.0,52.0,2.0,12.0,23.0,25.0,18.0,0.0,62.0,64.0,0.0,2.0,104.0,20.0,2.0,82.0,42.0,29.0,33.0,0.0,99.0,99.0,4.0,1.0,62.0,0.0,62.0,0.0,64.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
SHATTENKIRK,KEVIN,D,22,KEVIN SHATTENKIRK,82.0,66.0,3.0,13.0,31.0,24.0,25.0,2.0,72.0,75.0,2.0,5.0,87.0,17.0,3.0,67.0,30.0,28.0,28.0,1.0,80.0,83.0,3.0,1.0,72.0,0.0,72.0,0.0,75.0,0.0,75.0,0.0,2.0,0.0,2.0,0.0,5.0,0.0,5.0,0.0
SCHENN,LUKE,D,22,LUKE SCHENN,234.0,175.0,9.0,50.0,98.0,74.0,62.0,0.0,205.0,209.0,1.0,24.0,130.0,29.0,1.0,100.0,54.0,38.0,38.0,0.0,123.0,125.0,0.0,5.0,205.0,0.0,202.0,3.0,209.0,0.0,206.0,3.0,1.0,0.0,1.0,0.0,24.0,0.0,24.0,0.0
REDMOND,ZACH,D,22,ZACH REDMOND,47.0,32.0,2.0,13.0,20.0,13.0,14.0,0.0,45.0,45.0,0.0,2.0,31.0,6.0,1.0,24.0,8.0,11.0,12.0,0.0,31.0,31.0,0.0,0.0,44.0,1.0,44.0,1.0,44.0,1.0,44.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
CUNNINGHAM,CRAIG,L,22,CRAIG CUNNINGHAM,15.0,11.0,1.0,3.0,10.0,3.0,2.0,0.0,15.0,15.0,0.0,0.0,11.0,3.0,0.0,8.0,6.0,1.0,4.0,0.0,11.0,11.0,0.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEDIN,DANIEL,L,22,DANIEL SEDIN,20.0,16.0,1.0,3.0,5.0,9.0,6.0,0.0,16.0,17.0,2.0,1.0,51.0,10.0,2.0,39.0,16.0,21.0,13.0,1.0,41.0,43.0,5.0,3.0,16.0,0.0,16.0,0.0,17.0,0.0,17.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0
LARSSON,JOHAN,L,22,JOHAN LARSSON,113.0,87.0,9.0,17.0,52.0,33.0,28.0,0.0,107.0,110.0,3.0,0.0,111.0,19.0,1.0,91.0,46.0,32.0,33.0,0.0,105.0,107.0,4.0,0.0,107.0,0.0,107.0,0.0,110.0,0.0,110.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
SCOTT,JOHN,L,22,JOHN SCOTT,23.0,12.0,1.0,10.0,7.0,10.0,6.0,0.0,23.0,23.0,0.0,0.0,4.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,4.0,4.0,0.0,0.0,23.0,0.0,23.0,0.0,23.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MOUILLIERAT,KAEL,L,22,KAEL MOUILLIERAT,4.0,3.0,0.0,1.0,2.0,1.0,1.0,0.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THORNTON,SHAWN,L,22,SHAWN THORNTON,73.0,56.0,1.0,16.0,28.0,30.0,15.0,0.0,73.0,73.0,0.0,0.0,20.0,3.0,1.0,16.0,5.0,8.0,7.0,0.0,20.0,20.0,0.0,0.0,73.0,0.0,73.0,0.0,73.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MILANO,SONNY,L,22,SONNY MILANO,4.0,3.0,0.0,1.0,2.0,0.0,2.0,0.0,4.0,4.0,0.0,0.0,8.0,0.0,0.0,8.0,2.0,2.0,4.0,0.0,8.0,8.0,0.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRACKNELL,ADAM,R,22,ADAM CRACKNELL,124.0,98.0,3.0,23.0,47.0,39.0,38.0,0.0,122.0,123.0,0.0,1.0,61.0,11.0,2.0,48.0,28.0,16.0,17.0,0.0,60.0,60.0,1.0,0.0,122.0,0.0,122.0,0.0,123.0,0.0,123.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
THORBURN,CHRIS,R,22,CHRIS THORBURN,146.0,113.0,5.0,28.0,58.0,48.0,40.0,0.0,137.0,137.0,0.0,9.0,77.0,10.0,1.0,66.0,33.0,18.0,26.0,0.0,75.0,76.0,0.0,1.0,137.0,0.0,137.0,0.0,137.0,0.0,137.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,8.0,1.0
WEISE,DALE,R,22,DALE WEISE,127.0,97.0,4.0,26.0,48.0,34.0,44.0,1.0,120.0,122.0,5.0,0.0,135.0,35.0,2.0,98.0,49.0,43.0,43.0,0.0,126.0,128.0,7.0,0.0,120.0,0.0,120.0,0.0,122.0,0.0,122.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
CONDRA,ERIK,R,22,ERIK CONDRA,20.0,13.0,1.0,6.0,9.0,8.0,3.0,0.0,20.0,20.0,0.0,0.0,86.0,22.0,2.0,62.0,41.0,23.0,22.0,0.0,83.0,85.0,0.0,1.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOOTOO,JORDIN,R,22,JORDIN TOOTOO,99.0,77.0,4.0,18.0,40.0,33.0,26.0,0.0,99.0,99.0,0.0,0.0,60.0,16.0,2.0,42.0,28.0,13.0,19.0,0.0,57.0,57.0,3.0,0.0,99.0,0.0,98.0,1.0,99.0,0.0,98.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NIEDERREITER,NINO,R,22,NINO NIEDERREITER,129.0,90.0,6.0,33.0,45.0,48.0,36.0,0.0,121.0,124.0,5.0,0.0,141.0,24.0,3.0,114.0,41.0,50.0,50.0,0.0,133.0,134.0,7.0,0.0,121.0,0.0,121.0,0.0,124.0,0.0,124.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
KELLY,CHRIS,C,23,CHRIS KELLY,13.0,12.0,0.0,1.0,7.0,4.0,2.0,0.0,13.0,13.0,0.0,0.0,15.0,2.0,2.0,11.0,4.0,7.0,4.0,0.0,12.0,12.0,0.0,3.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEGNA,JAYSON,C,23,JAYSON MEGNA,6.0,5.0,0.0,1.0,3.0,1.0,2.0,0.0,6.0,6.0,0.0,0.0,10.0,4.0,1.0,5.0,5.0,2.0,3.0,0.0,8.0,8.0,2.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HENDRICKS,MATT,C,23,MATT HENDRICKS,175.0,132.0,6.0,37.0,64.0,58.0,53.0,0.0,171.0,171.0,0.0,4.0,106.0,24.0,5.0,77.0,42.0,40.0,24.0,0.0,102.0,104.0,0.0,2.0,171.0,0.0,171.0,0.0,171.0,0.0,171.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0
GRIMALDI,ROCCO,C,23,ROCCO GRIMALDI,17.0,16.0,0.0,1.0,3.0,9.0,5.0,0.0,17.0,17.0,0.0,0.0,23.0,4.0,0.0,19.0,7.0,8.0,7.0,1.0,22.0,23.0,0.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
REINHART,SAM,C,23,SAM REINHART,26.0,23.0,0.0,3.0,8.0,11.0,6.0,1.0,25.0,26.0,0.0,0.0,121.0,22.0,3.0,96.0,48.0,39.0,34.0,0.0,111.0,111.0,10.0,0.0,25.0,0.0,25.0,0.0,26.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GOMEZ,SCOTT,C,23,SCOTT GOMEZ,3.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,3.0,3.0,0.0,0.0,15.0,4.0,1.0,10.0,4.0,4.0,7.0,0.0,14.0,14.0,1.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WILSON,SCOTT,C,23,SCOTT WILSON,38.0,25.0,0.0,13.0,18.0,10.0,10.0,0.0,38.0,38.0,0.0,0.0,48.0,10.0,0.0,38.0,14.0,17.0,17.0,0.0,47.0,47.0,1.0,0.0,38.0,0.0,38.0,0.0,38.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MONAHAN,SEAN,C,23,SEAN MONAHAN,38.0,30.0,1.0,7.0,11.0,14.0,13.0,0.0,32.0,33.0,4.0,1.0,37.0,12.0,1.0,24.0,20.0,8.0,8.0,1.0,28.0,29.0,8.0,0.0,32.0,0.0,32.0,0.0,33.0,0.0,33.0,0.0,4.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0
SILL,ZACH,C,23,ZACH SILL,20.0,14.0,1.0,5.0,7.0,7.0,6.0,0.0,20.0,20.0,0.0,0.0,9.0,0.0,0.0,9.0,5.0,1.0,3.0,0.0,9.0,9.0,0.0,0.0,20.0,0.0,19.0,1.0,20.0,0.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EDLER,ALEXANDER,D,23,ALEXANDER EDLER,84.0,68.0,3.0,13.0,29.0,30.0,22.0,3.0,65.0,68.0,6.0,10.0,107.0,17.0,1.0,89.0,37.0,36.0,32.0,2.0,97.0,103.0,2.0,2.0,64.0,1.0,64.0,1.0,67.0,1.0,67.0,1.0,6.0,0.0,6.0,0.0,10.0,0.0,10.0,0.0
MANNING,BRANDON,D,23,BRANDON MANNING,94.0,65.0,1.0,28.0,37.0,28.0,29.0,0.0,83.0,85.0,0.0,9.0,75.0,19.0,3.0,53.0,35.0,21.0,19.0,0.0,75.0,75.0,0.0,0.0,81.0,2.0,80.0,3.0,83.0,2.0,82.0,3.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,0.0
LINDELL,ESA,D,23,ESA LINDELL,4.0,3.0,0.0,1.0,1.0,3.0,0.0,0.0,2.0,4.0,0.0,0.0,11.0,2.0,1.0,8.0,7.0,1.0,3.0,0.0,10.0,10.0,0.0,1.0,2.0,0.0,2.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OLOFSSON,GUSTAV,D,23,GUSTAV OLOFSSON,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EKMAN-LARSSON,OLIVER,D,23,OLIVER EKMAN-LARSSON,154.0,122.0,3.0,29.0,61.0,47.0,44.0,2.0,129.0,138.0,11.0,5.0,143.0,26.0,0.0,117.0,46.0,53.0,44.0,0.0,129.0,131.0,9.0,3.0,129.0,0.0,129.0,0.0,138.0,0.0,138.0,0.0,11.0,0.0,11.0,0.0,5.0,0.0,5.0,0.0
MCGINN,BROCK,L,23,BROCK MCGINN,28.0,21.0,0.0,7.0,12.0,11.0,5.0,0.0,27.0,27.0,0.0,1.0,23.0,8.0,0.0,15.0,9.0,7.0,7.0,0.0,22.0,22.0,0.0,1.0,27.0,0.0,27.0,0.0,27.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
BROWN,DUSTIN,L,23,DUSTIN BROWN,234.0,188.0,8.0,38.0,93.0,76.0,61.0,4.0,216.0,227.0,0.0,7.0,170.0,30.0,10.0,130.0,55.0,63.0,52.0,0.0,158.0,161.0,7.0,2.0,215.0,1.0,215.0,1.0,225.0,2.0,225.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0
FARNHAM,BOBBY,R,23,BOBBY FARNHAM,93.0,69.0,2.0,22.0,43.0,34.0,16.0,0.0,92.0,93.0,0.0,0.0,79.0,17.0,1.0,61.0,30.0,30.0,19.0,0.0,79.0,79.0,0.0,0.0,92.0,0.0,92.0,0.0,93.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLARKSON,DAVID,R,23,DAVID CLARKSON,45.0,32.0,0.0,13.0,24.0,11.0,10.0,0.0,44.0,44.0,1.0,0.0,23.0,3.0,0.0,20.0,11.0,8.0,4.0,0.0,23.0,23.0,0.0,0.0,44.0,0.0,44.0,0.0,44.0,0.0,44.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
