last,first,pos,num,comb,GP,TOI,TOI_5v5,corsi_for_5v5,corsi_against_5v5,corsi_5v5,corsi_for,corsi_against,corsi,fenwick_for_5v5,fenwick_against_5v5,fenwick_5v5,fenwick_for,fenwick_against,fenwick,blocks,5v5_block,g_block_5_5v5,b_block_5_5v5,g_block_10_5v5,b_block_10_5v5,g_block_5_ev,b_block_5_ev,g_block_10_ev,b_block_10_ev,g_block_5_pp,b_block_5_pp,g_block_10_pp,b_block_10_pp,g_block_5_sh,b_block_5_sh,g_block_10_sh,b_block_10_sh,hits,5v5_hits,g_hit_5_5v5,b_hit_5_5v5,g_hit_10_5v5,b_hit_10_5v5,g_hit_5_ev,b_hit_5_ev,g_hit_10_ev,b_hit_10_ev,g_hit_5_pp,b_hit_5_pp,g_hit_10_pp,b_hit_10_pp,g_hit_5_sh,b_hit_5_sh,g_hit_10_sh,b_hit_10_sh
ELLIOTT,BRIAN,G,1,BRIAN ELLIOTT,,,,1542.0,1533.0,9.0,1933.0,2078.0,-145.0,1146.0,1129.0,17.0,1452.0,1548.0,-96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAMPBELL,JACK,G,1,JACK CAMPBELL,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENROTH,JHONAS,G,1,JHONAS ENROTH,,,,652.0,581.0,71.0,811.0,733.0,78.0,477.0,436.0,41.0,596.0,549.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HILLER,JONAS,G,1,JONAS HILLER,,,,971.0,1021.0,-50.0,1254.0,1326.0,-72.0,685.0,717.0,-32.0,891.0,946.0,-55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAROS,JUUSE,G,1,JUUSE SAROS,,,,52.0,23.0,29.0,61.0,34.0,27.0,32.0,21.0,11.0,39.0,31.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KINKAID,KEITH,G,1,KEITH KINKAID,,,,664.0,866.0,-202.0,870.0,1132.0,-262.0,497.0,636.0,-139.0,663.0,837.0,-174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BROSSOIT,LAURENT,G,1,LAURENT BROSSOIT,,,,220.0,229.0,-9.0,275.0,278.0,-3.0,155.0,179.0,-24.0,192.0,218.0,-26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUONGO,ROBERTO,G,1,ROBERTO LUONGO,,,,2235.0,2399.0,-164.0,2879.0,3110.0,-231.0,1761.0,1884.0,-123.0,2265.0,2433.0,-168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VARLAMOV,SEMYON,G,1,SEMYON VARLAMOV,,,,2094.0,2666.0,-572.0,2603.0,3298.0,-695.0,1576.0,1924.0,-348.0,1982.0,2395.0,-413.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GREISS,THOMAS,G,1,THOMAS GREISS,,,,1640.0,1764.0,-124.0,2015.0,2246.0,-231.0,1181.0,1276.0,-95.0,1464.0,1629.0,-165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QUINE,ALAN,C,10,ALAN QUINE,2.0,35:31,27:11,19.0,17.0,2.0,24.0,26.0,-2.0,15.0,16.0,-1.0,19.0,20.0,-1.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,3.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STREET,BEN,C,10,BEN STREET,7.0,51:25,50:55,47.0,67.0,-20.0,47.0,68.0,-21.0,36.0,45.0,-9.0,36.0,46.0,-10.0,4.0,4.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCHENN,BRAYDEN,C,10,BRAYDEN SCHENN,80.0,1351:27,1015:48,1006.0,993.0,13.0,1650.0,1113.0,537.0,721.0,735.0,-14.0,1193.0,840.0,353.0,30.0,30.0,29.0,1.0,29.0,1.0,29.0,1.0,29.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.0,180.0,180.0,0.0,180.0,0.0,182.0,0.0,182.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
SISSONS,COLTON,C,10,COLTON SISSONS,34.0,338:37,296:06,265.0,240.0,25.0,279.0,294.0,-15.0,189.0,155.0,34.0,202.0,191.0,11.0,20.0,18.0,18.0,0.0,18.0,0.0,18.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,35.0,34.0,34.0,0.0,34.0,0.0,35.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MILLER,J.T.,C,10,J.T. MILLER,82.0,1232:51,1073:35,955.0,975.0,-20.0,1191.0,1069.0,122.0,688.0,693.0,-5.0,863.0,764.0,99.0,48.0,44.0,44.0,0.0,43.0,1.0,48.0,0.0,47.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.0,170.0,170.0,0.0,170.0,0.0,173.0,0.0,173.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
SCHROEDER,JORDAN,C,10,JORDAN SCHROEDER,26.0,244:49,238:04,189.0,232.0,-43.0,198.0,232.0,-34.0,131.0,172.0,-41.0,136.0,172.0,-36.0,13.0,13.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RICHARDS,MIKE,C,10,MIKE RICHARDS,39.0,474:50,374:10,335.0,312.0,23.0,364.0,481.0,-117.0,244.0,225.0,19.0,266.0,336.0,-70.0,19.0,12.0,12.0,0.0,12.0,0.0,13.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,39.0,38.0,38.0,0.0,38.0,0.0,38.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
PRINCE,SHANE,C,10,SHANE PRINCE,62.0,696:16,667:21,630.0,637.0,-7.0,666.0,666.0,0.0,458.0,464.0,-6.0,484.0,491.0,-7.0,14.0,14.0,13.0,1.0,13.0,1.0,13.0,1.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,23.0,23.0,0.0,23.0,0.0,24.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EHRHOFF,CHRISTIAN,D,10,CHRISTIAN EHRHOFF,48.0,743:13,634:38,606.0,510.0,96.0,764.0,566.0,198.0,443.0,390.0,53.0,564.0,435.0,129.0,35.0,33.0,33.0,0.0,32.0,1.0,35.0,0.0,34.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,37.0,37.0,0.0,37.0,0.0,37.0,0.0,37.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
DUCLAIR,ANTHONY,L,10,ANTHONY DUCLAIR,81.0,1162:05,911:55,846.0,857.0,-11.0,1263.0,939.0,324.0,633.0,653.0,-20.0,938.0,726.0,212.0,27.0,26.0,26.0,0.0,26.0,0.0,27.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,23.0,23.0,0.0,23.0,0.0,23.0,0.0,23.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
SCHNEIDER,COLE,L,10,COLE SCHNEIDER,2.0,25:15,23:44,20.0,20.0,0.0,21.0,20.0,1.0,16.0,11.0,5.0,17.0,11.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANGELIDIS,MIKE,L,10,MIKE ANGELIDIS,4.0,36:00,34:03,27.0,24.0,3.0,27.0,25.0,2.0,16.0,17.0,-1.0,16.0,18.0,-2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHARP,PATRICK,L,10,PATRICK SHARP,76.0,1338:57,1047:32,1138.0,972.0,166.0,1617.0,1106.0,511.0,836.0,751.0,85.0,1189.0,857.0,332.0,24.0,20.0,20.0,0.0,20.0,0.0,21.0,0.0,21.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,76.0,73.0,73.0,0.0,73.0,0.0,75.0,0.0,75.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
PERRY,COREY,R,10,COREY PERRY,82.0,1452:02,1148:22,1078.0,1012.0,66.0,1645.0,1113.0,532.0,820.0,744.0,76.0,1234.0,823.0,411.0,36.0,33.0,33.0,0.0,32.0,1.0,36.0,0.0,35.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,96.0,96.0,0.0,95.0,1.0,96.0,0.0,95.0,1.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
VERSTEEG,KRIS,R,10,KRIS VERSTEEG,77.0,1184:59,1014:00,1072.0,812.0,260.0,1387.0,858.0,529.0,780.0,614.0,166.0,1015.0,653.0,362.0,32.0,32.0,32.0,0.0,32.0,0.0,32.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,17.0,17.0,0.0,17.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YAKUPOV,NAIL,R,10,NAIL YAKUPOV,60.0,852:53,709:38,658.0,675.0,-17.0,841.0,736.0,105.0,475.0,501.0,-26.0,600.0,547.0,53.0,21.0,21.0,21.0,0.0,21.0,0.0,21.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,52.0,52.0,0.0,52.0,0.0,52.0,0.0,52.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
UPSHALL,SCOTTIE,R,10,SCOTTIE UPSHALL,70.0,766:20,668:12,581.0,537.0,44.0,603.0,661.0,-58.0,442.0,393.0,49.0,460.0,489.0,-29.0,16.0,11.0,11.0,0.0,11.0,0.0,12.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,92.0,87.0,87.0,0.0,87.0,0.0,88.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0
DESJARDINS,ANDREW,C,11,ANDREW DESJARDINS,77.0,1030:25,866:03,768.0,768.0,0.0,832.0,1064.0,-232.0,554.0,556.0,-2.0,604.0,786.0,-182.0,49.0,30.0,30.0,0.0,30.0,0.0,30.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,19.0,0.0,102.0,97.0,97.0,0.0,97.0,0.0,98.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0
KOPITAR,ANZE,C,11,ANZE KOPITAR,81.0,1690:12,1210:05,1272.0,940.0,332.0,1841.0,1380.0,461.0,965.0,717.0,248.0,1391.0,1044.0,347.0,65.0,46.0,46.0,0.0,45.0,1.0,56.0,0.0,55.0,1.0,2.0,0.0,2.0,0.0,7.0,0.0,7.0,0.0,78.0,70.0,70.0,0.0,69.0,1.0,75.0,0.0,74.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0
PIRRI,BRANDON,C,11,BRANDON PIRRI,61.0,885:05,731:50,597.0,653.0,-56.0,835.0,694.0,141.0,455.0,499.0,-44.0,630.0,532.0,98.0,14.0,12.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,66.0,62.0,61.0,1.0,61.0,1.0,62.0,1.0,62.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
BOYLE,BRIAN,C,11,BRIAN BOYLE,76.0,981:11,777:34,667.0,642.0,25.0,792.0,909.0,-117.0,505.0,491.0,14.0,599.0,695.0,-96.0,48.0,31.0,31.0,0.0,31.0,0.0,32.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,16.0,0.0,115.0,107.0,107.0,0.0,107.0,0.0,107.0,0.0,107.0,0.0,3.0,0.0,3.0,0.0,5.0,0.0,5.0,0.0
HODGSON,CODY,C,11,CODY HODGSON,39.0,418:35,409:43,412.0,307.0,105.0,429.0,309.0,120.0,310.0,217.0,93.0,327.0,218.0,109.0,6.0,6.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,25.0,0.0,25.0,0.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HUBERDEAU,JONATHAN,C,11,JONATHAN HUBERDEAU,76.0,1378:42,1065:54,881.0,965.0,-84.0,1277.0,1108.0,169.0,716.0,747.0,-31.0,1015.0,866.0,149.0,36.0,35.0,34.0,1.0,34.0,1.0,34.0,1.0,34.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,53.0,48.0,48.0,0.0,48.0,0.0,48.0,0.0,48.0,0.0,2.0,0.0,2.0,0.0,3.0,0.0,3.0,0.0
STAAL,JORDAN,C,11,JORDAN STAAL,82.0,1499:28,1116:07,1031.0,895.0,136.0,1439.0,1187.0,252.0,748.0,680.0,68.0,1054.0,916.0,138.0,31.0,26.0,25.0,1.0,25.0,1.0,27.0,1.0,27.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,165.0,143.0,143.0,0.0,143.0,0.0,148.0,0.0,148.0,0.0,5.0,0.0,5.0,0.0,12.0,0.0,12.0,0.0
PORTER,KEVIN,C,11,KEVIN PORTER,41.0,464:05,379:40,297.0,313.0,-16.0,323.0,427.0,-104.0,223.0,229.0,-6.0,247.0,315.0,-68.0,25.0,18.0,18.0,0.0,18.0,0.0,19.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,96.0,91.0,91.0,0.0,90.0,1.0,92.0,0.0,91.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0
HANZAL,MARTIN,C,11,MARTIN HANZAL,64.0,1135:27,808:43,763.0,770.0,-7.0,1205.0,989.0,216.0,568.0,591.0,-23.0,882.0,774.0,108.0,28.0,24.0,24.0,0.0,24.0,0.0,24.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,126.0,110.0,110.0,0.0,110.0,0.0,115.0,0.0,115.0,0.0,7.0,0.0,7.0,0.0,4.0,0.0,4.0,0.0
BACKLUND,MIKAEL,C,11,MIKAEL BACKLUND,82.0,1347:09,1017:56,1008.0,919.0,89.0,1288.0,1223.0,65.0,731.0,653.0,78.0,933.0,885.0,48.0,51.0,41.0,41.0,0.0,41.0,0.0,42.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,0.0,68.0,61.0,61.0,0.0,61.0,0.0,63.0,0.0,63.0,0.0,2.0,0.0,2.0,0.0,3.0,0.0,3.0,0.0
HYMAN,ZACH,C,11,ZACH HYMAN,16.0,250:59,204:14,213.0,169.0,44.0,248.0,215.0,33.0,155.0,132.0,23.0,178.0,164.0,14.0,8.0,5.0,5.0,0.0,5.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,31.0,29.0,29.0,0.0,29.0,0.0,29.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
LERG,BRYAN,L,11,BRYAN LERG,6.0,53:15,49:51,23.0,56.0,-33.0,23.0,63.0,-40.0,19.0,40.0,-21.0,19.0,46.0,-27.0,3.0,3.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCKENZIE,CURTIS,L,11,CURTIS MCKENZIE,3.0,26:24,25:55,18.0,26.0,-8.0,19.0,26.0,-7.0,15.0,20.0,-5.0,16.0,20.0,-4.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CALVERT,MATT,L,11,MATT CALVERT,73.0,1104:21,920:39,747.0,849.0,-102.0,816.0,1165.0,-349.0,569.0,606.0,-37.0,618.0,845.0,-227.0,46.0,37.0,37.0,0.0,37.0,0.0,37.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,9.0,0.0,91.0,81.0,81.0,0.0,81.0,0.0,81.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0
PARISE,ZACH,L,11,ZACH PARISE,70.0,1348:45,984:59,953.0,964.0,-11.0,1487.0,1157.0,330.0,726.0,728.0,-2.0,1097.0,864.0,233.0,42.0,35.0,35.0,0.0,35.0,0.0,40.0,0.0,40.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,71.0,68.0,68.0,0.0,68.0,0.0,69.0,0.0,69.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
GALLAGHER,BRENDAN,R,11,BRENDAN GALLAGHER,53.0,878:19,689:09,766.0,604.0,162.0,1076.0,685.0,391.0,561.0,452.0,109.0,787.0,519.0,268.0,25.0,22.0,22.0,0.0,22.0,0.0,25.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,40.0,40.0,0.0,40.0,0.0,40.0,0.0,40.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
HAYES,JIMMY,R,11,JIMMY HAYES,75.0,1036:59,928:08,766.0,890.0,-124.0,948.0,923.0,25.0,610.0,693.0,-83.0,740.0,722.0,18.0,15.0,15.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,126.0,126.0,0.0,126.0,0.0,127.0,0.0,127.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
GIONTA,STEPHEN,R,11,STEPHEN GIONTA,82.0,1001:10,830:22,535.0,667.0,-132.0,567.0,918.0,-351.0,422.0,503.0,-81.0,446.0,700.0,-254.0,36.0,25.0,25.0,0.0,25.0,0.0,27.0,1.0,27.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0,113.0,108.0,108.0,0.0,108.0,0.0,109.0,0.0,109.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0
STAAL,ERIC,C,12,ERIC STAAL,83.0,1540:02,1224:20,1272.0,1032.0,240.0,1770.0,1183.0,587.0,938.0,792.0,146.0,1311.0,912.0,399.0,33.0,28.0,28.0,0.0,28.0,0.0,31.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,74.0,69.0,69.0,0.0,69.0,0.0,69.0,0.0,69.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
LEHTERA,JORI,C,12,JORI LEHTERA,79.0,1270:32,983:11,933.0,835.0,98.0,1230.0,1033.0,197.0,675.0,630.0,45.0,901.0,786.0,115.0,26.0,22.0,22.0,0.0,22.0,0.0,23.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,43.0,37.0,37.0,0.0,37.0,0.0,38.0,0.0,38.0,0.0,2.0,0.0,2.0,0.0,3.0,0.0,3.0,0.0
BAILEY,JOSH,C,12,JOSH BAILEY,81.0,1283:48,1083:39,1002.0,1031.0,-29.0,1196.0,1163.0,33.0,716.0,778.0,-62.0,864.0,879.0,-15.0,25.0,21.0,21.0,0.0,21.0,0.0,23.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,45.0,43.0,43.0,0.0,43.0,0.0,44.0,0.0,44.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
FISHER,MIKE,C,12,MIKE FISHER,70.0,1201:25,862:08,870.0,759.0,111.0,1172.0,1057.0,115.0,637.0,513.0,124.0,869.0,712.0,157.0,74.0,54.0,54.0,0.0,54.0,0.0,59.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,15.0,0.0,142.0,130.0,129.0,1.0,129.0,1.0,132.0,1.0,132.0,1.0,4.0,0.0,4.0,0.0,5.0,0.0,5.0,0.0
MARLEAU,PATRICK,C,12,PATRICK MARLEAU,82.0,1560:17,1089:50,996.0,979.0,17.0,1688.0,1328.0,360.0,732.0,677.0,55.0,1253.0,940.0,313.0,36.0,29.0,29.0,0.0,29.0,0.0,35.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,64.0,56.0,56.0,0.0,56.0,0.0,58.0,0.0,58.0,0.0,5.0,0.0,5.0,0.0,1.0,0.0,1.0,0.0
FAKSA,RADEK,C,12,RADEK FAKSA,45.0,556:35,477:48,486.0,417.0,69.0,518.0,540.0,-22.0,366.0,298.0,68.0,393.0,375.0,18.0,33.0,24.0,24.0,0.0,24.0,0.0,24.0,0.0,24.0,0.0,1.0,0.0,1.0,0.0,8.0,0.0,8.0,0.0,48.0,41.0,41.0,0.0,40.0,1.0,43.0,0.0,42.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0
BOUCHER,REID,C,12,REID BOUCHER,39.0,556:32,467:35,353.0,453.0,-100.0,474.0,493.0,-19.0,270.0,338.0,-68.0,361.0,369.0,-8.0,14.0,10.0,10.0,0.0,10.0,0.0,14.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,32.0,0.0,32.0,0.0,32.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KLINKHAMMER,ROB,C,12,ROB KLINKHAMMER,14.0,131:46,125:35,89.0,119.0,-30.0,91.0,127.0,-36.0,57.0,81.0,-24.0,59.0,89.0,-30.0,4.0,4.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,47.0,47.0,0.0,47.0,0.0,47.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOVEJOY,BEN,D,12,BEN LOVEJOY,66.0,1245:13,1032:54,961.0,911.0,50.0,1025.0,1225.0,-200.0,739.0,681.0,58.0,792.0,924.0,-132.0,104.0,72.0,72.0,0.0,72.0,0.0,78.0,0.0,78.0,0.0,1.0,0.0,1.0,0.0,25.0,0.0,25.0,0.0,154.0,141.0,140.0,1.0,139.0,2.0,141.0,1.0,140.0,2.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0,0.0
PAILLE,DANIEL,L,12,DANIEL PAILLE,12.0,136:54,114:35,70.0,130.0,-60.0,74.0,172.0,-98.0,54.0,96.0,-42.0,56.0,124.0,-68.0,9.0,6.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,16.0,15.0,15.0,0.0,15.0,0.0,15.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
RAFFL,MICHAEL,L,12,MICHAEL RAFFL,82.0,1172:33,1039:21,1033.0,868.0,165.0,1222.0,935.0,287.0,754.0,648.0,106.0,887.0,699.0,188.0,34.0,32.0,31.0,1.0,31.0,1.0,31.0,1.0,31.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,135.0,130.0,130.0,0.0,129.0,1.0,131.0,0.0,130.0,1.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
FLEISCHMANN,TOMAS,L,12,TOMAS FLEISCHMANN,76.0,1155:37,957:31,852.0,839.0,13.0,977.0,1061.0,-84.0,602.0,615.0,-13.0,692.0,789.0,-97.0,19.0,14.0,14.0,0.0,14.0,0.0,15.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,40.0,34.0,34.0,0.0,34.0,0.0,37.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0
