last,first,pos,num,comb,misses,dz_miss,nz_miss,oz_miss,p1_miss,p2_miss,p3_miss,ot_miss,5v5_miss,ev_miss,pp_miss,sh_miss,miss_for_oi,miss_for_oi_5v5,miss_against_oi,miss_against_oi_5v5,miss_wide,miss_over,miss_post,miss_wrist,miss_slap,miss_snap,miss_back,miss_deflect,miss_tip,miss_wrap,miss_other
JOHNSTON,RYAN,D,89,RYAN JOHNSTON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,11.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCCORMICK,MAX,L,89,MAX MCCORMICK,8.0,0.0,0.0,8.0,3.0,1.0,4.0,0.0,8.0,8.0,0.0,0.0,32.0,32.0,50.0,48.0,8.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
BOEDKER,MIKKEL,L,89,MIKKEL BOEDKER,68.0,0.0,3.0,65.0,26.0,16.0,25.0,1.0,44.0,44.0,24.0,0.0,318.0,198.0,278.0,241.0,58.0,6.0,4.0,54.0,6.0,2.0,3.0,2.0,1.0,0.0,0.0
COPP,ANDREW,C,9,ANDREW COPP,14.0,0.0,0.0,14.0,5.0,4.0,5.0,0.0,11.0,11.0,0.0,3.0,90.0,85.0,127.0,104.0,10.0,2.0,2.0,8.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0
ZUBRUS,DAINIUS,C,9,DAINIUS ZUBRUS,16.0,1.0,1.0,14.0,5.0,6.0,5.0,0.0,15.0,16.0,0.0,0.0,95.0,94.0,110.0,90.0,16.0,0.0,0.0,4.0,1.0,1.0,1.0,4.0,4.0,0.0,1.0
CAMPBELL,GREGORY,C,9,GREGORY CAMPBELL,26.0,0.0,1.0,25.0,6.0,9.0,11.0,0.0,22.0,22.0,0.0,4.0,108.0,102.0,207.0,149.0,24.0,2.0,0.0,8.0,1.0,8.0,1.0,1.0,6.0,0.0,1.0
TLUSTY,JIRI,C,9,JIRI TLUSTY,12.0,0.0,0.0,12.0,5.0,4.0,3.0,0.0,11.0,11.0,1.0,0.0,69.0,62.0,56.0,48.0,10.0,2.0,0.0,4.0,0.0,4.0,1.0,0.0,3.0,0.0,0.0
DUCHENE,MATT,C,9,MATT DUCHENE,62.0,0.0,3.0,59.0,13.0,31.0,17.0,1.0,46.0,50.0,12.0,0.0,283.0,200.0,271.0,241.0,56.0,3.0,3.0,40.0,2.0,6.0,7.0,2.0,5.0,0.0,0.0
KOIVU,MIKKO,C,9,MIKKO KOIVU,64.0,0.0,0.0,64.0,23.0,23.0,13.0,5.0,45.0,53.0,11.0,0.0,365.0,242.0,271.0,214.0,56.0,5.0,3.0,28.0,8.0,4.0,14.0,4.0,6.0,0.0,0.0
OTT,STEVE,C,9,STEVE OTT,6.0,0.0,0.0,6.0,3.0,2.0,1.0,0.0,5.0,5.0,0.0,1.0,48.0,45.0,48.0,32.0,6.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
JOHNSON,TYLER,C,9,TYLER JOHNSON,65.0,0.0,0.0,65.0,21.0,19.0,23.0,2.0,40.0,45.0,20.0,0.0,286.0,190.0,219.0,168.0,51.0,9.0,5.0,34.0,7.0,6.0,5.0,3.0,10.0,0.0,0.0
ORLOV,DMITRY,D,9,DMITRY ORLOV,37.0,0.0,1.0,36.0,13.0,11.0,13.0,0.0,34.0,35.0,2.0,0.0,271.0,240.0,234.0,223.0,31.0,3.0,3.0,10.0,15.0,10.0,2.0,0.0,0.0,0.0,0.0
PRUST,BRANDON,L,9,BRANDON PRUST,11.0,0.0,0.0,11.0,6.0,2.0,3.0,0.0,9.0,9.0,1.0,1.0,74.0,71.0,96.0,88.0,9.0,1.0,1.0,4.0,0.0,2.0,0.0,1.0,4.0,0.0,0.0
KANE,EVANDER,L,9,EVANDER KANE,91.0,0.0,1.0,90.0,16.0,38.0,31.0,6.0,68.0,75.0,15.0,1.0,283.0,212.0,250.0,199.0,73.0,12.0,6.0,56.0,7.0,16.0,3.0,3.0,6.0,0.0,0.0
FORSBERG,FILIP,L,9,FILIP FORSBERG,130.0,0.0,1.0,129.0,40.0,50.0,37.0,3.0,97.0,106.0,22.0,2.0,378.0,278.0,208.0,154.0,103.0,17.0,10.0,85.0,13.0,14.0,6.0,1.0,11.0,0.0,0.0
DUPUIS,PASCAL,L,9,PASCAL DUPUIS,11.0,0.0,0.0,11.0,1.0,8.0,2.0,0.0,10.0,11.0,0.0,0.0,37.0,33.0,68.0,46.0,11.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0
SPEZZA,JASON,C,90,JASON SPEZZA,87.0,0.0,2.0,85.0,27.0,22.0,36.0,2.0,68.0,73.0,13.0,1.0,354.0,241.0,221.0,199.0,68.0,13.0,6.0,48.0,19.0,6.0,5.0,3.0,6.0,0.0,0.0
O'REILLY,RYAN,C,90,RYAN O'REILLY,44.0,2.0,0.0,42.0,9.0,20.0,13.0,2.0,25.0,29.0,13.0,2.0,317.0,197.0,291.0,205.0,36.0,4.0,4.0,19.0,8.0,5.0,4.0,4.0,3.0,0.0,1.0
NAMESTNIKOV,VLADISLAV,C,90,VLADISLAV NAMESTNIKOV,35.0,0.0,0.0,35.0,12.0,9.0,14.0,0.0,29.0,29.0,6.0,0.0,242.0,193.0,175.0,156.0,23.0,8.0,4.0,21.0,0.0,2.0,2.0,1.0,9.0,0.0,0.0
JOHANSSON,MARCUS,L,90,MARCUS JOHANSSON,44.0,0.0,0.0,44.0,13.0,14.0,16.0,1.0,36.0,38.0,6.0,0.0,284.0,171.0,228.0,207.0,38.0,4.0,2.0,23.0,3.0,8.0,1.0,1.0,8.0,0.0,0.0
CHIASSON,ALEX,R,90,ALEX CHIASSON,33.0,0.0,0.0,33.0,14.0,13.0,6.0,0.0,30.0,30.0,1.0,2.0,164.0,129.0,207.0,159.0,30.0,1.0,2.0,13.0,4.0,0.0,2.0,6.0,7.0,0.0,1.0
MCCANN,JARED,C,91,JARED MCCANN,36.0,0.0,0.0,36.0,9.0,13.0,13.0,1.0,26.0,29.0,7.0,0.0,147.0,121.0,160.0,154.0,28.0,5.0,3.0,20.0,8.0,4.0,2.0,2.0,0.0,0.0,0.0
TAVARES,JOHN,C,91,JOHN TAVARES,85.0,0.0,1.0,84.0,25.0,25.0,31.0,4.0,58.0,63.0,22.0,0.0,371.0,269.0,244.0,211.0,76.0,3.0,6.0,37.0,10.0,19.0,8.0,0.0,10.0,0.0,1.0
STAMKOS,STEVEN,C,91,STEVEN STAMKOS,95.0,0.0,2.0,93.0,26.0,43.0,25.0,1.0,55.0,59.0,35.0,1.0,359.0,236.0,275.0,213.0,69.0,19.0,7.0,35.0,29.0,12.0,5.0,2.0,12.0,0.0,0.0
SEGUIN,TYLER,C,91,TYLER SEGUIN,106.0,0.0,0.0,106.0,30.0,38.0,36.0,2.0,65.0,69.0,37.0,0.0,355.0,245.0,240.0,208.0,85.0,14.0,7.0,51.0,26.0,12.0,5.0,5.0,6.0,0.0,1.0
TARASENKO,VLADIMIR,R,91,VLADIMIR TARASENKO,103.0,0.0,0.0,103.0,28.0,30.0,37.0,8.0,63.0,75.0,28.0,0.0,353.0,240.0,242.0,204.0,85.0,9.0,9.0,76.0,8.0,14.0,1.0,0.0,4.0,0.0,0.0
KUZNETSOV,EVGENY,C,92,EVGENY KUZNETSOV,60.0,1.0,0.0,59.0,12.0,18.0,28.0,2.0,41.0,48.0,12.0,0.0,323.0,229.0,233.0,214.0,48.0,6.0,6.0,35.0,8.0,4.0,9.0,0.0,3.0,0.0,1.0
RAU,KYLE,C,92,KYLE RAU,8.0,0.0,1.0,7.0,3.0,2.0,3.0,0.0,8.0,8.0,0.0,0.0,27.0,26.0,22.0,22.0,8.0,0.0,0.0,3.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0
LANDESKOG,GABRIEL,L,92,GABRIEL LANDESKOG,42.0,0.0,1.0,41.0,13.0,15.0,13.0,1.0,29.0,32.0,9.0,1.0,268.0,178.0,276.0,224.0,37.0,2.0,3.0,26.0,6.0,2.0,4.0,2.0,2.0,0.0,0.0
FRANZEN,JOHAN,C,93,JOHAN FRANZEN,2.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,8.0,7.0,8.0,7.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZIBANEJAD,MIKA,C,93,MIKA ZIBANEJAD,82.0,3.0,1.0,78.0,32.0,28.0,17.0,5.0,49.0,55.0,22.0,5.0,315.0,199.0,268.0,199.0,70.0,3.0,9.0,40.0,15.0,12.0,5.0,5.0,4.0,0.0,1.0
NUGENT-HOPKINS,RYAN,C,93,RYAN NUGENT-HOPKINS,39.0,0.0,0.0,39.0,9.0,12.0,13.0,5.0,25.0,33.0,5.0,1.0,195.0,129.0,176.0,145.0,29.0,3.0,7.0,17.0,2.0,9.0,4.0,1.0,6.0,0.0,0.0
BENNETT,SAM,C,93,SAM BENNETT,44.0,0.0,2.0,42.0,17.0,8.0,19.0,0.0,39.0,41.0,3.0,0.0,226.0,173.0,212.0,200.0,35.0,5.0,4.0,30.0,1.0,5.0,4.0,0.0,4.0,0.0,0.0
YANDLE,KEITH,D,93,KEITH YANDLE,82.0,0.0,1.0,81.0,29.0,25.0,26.0,2.0,60.0,64.0,18.0,0.0,369.0,274.0,298.0,276.0,73.0,7.0,2.0,31.0,37.0,13.0,0.0,0.0,1.0,0.0,0.0
VORACEK,JAKUB,R,93,JAKUB VORACEK,68.0,1.0,0.0,67.0,21.0,21.0,18.0,8.0,34.0,45.0,21.0,2.0,346.0,197.0,187.0,150.0,57.0,5.0,6.0,33.0,15.0,13.0,4.0,1.0,1.0,0.0,1.0
RANTANEN,MIKKO,R,96,MIKKO RANTANEN,2.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,15.0,15.0,33.0,33.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
MCDAVID,CONNOR,C,97,CONNOR MCDAVID,32.0,0.0,0.0,32.0,13.0,6.0,13.0,0.0,21.0,24.0,8.0,0.0,183.0,124.0,154.0,127.0,27.0,3.0,2.0,9.0,0.0,7.0,5.0,3.0,8.0,0.0,0.0
