last,first,pos,num,comb,shots,oz_shot,nz_shot,dz_shot,p1_shot,p2_shot,p3_shot,ot_shot,5v5_shot,ev_shot,pp_shot,sh_shot,shot_for_oi,shot_for_oi_5v5,shot_against_oi,shot_against_oi_5v5,shot_wrist,shot_slap,shot_snap,shot_back,shot_deflect,shot_tip,shot_wrap,shot_other
MILLER,DREW,L,20,DREW MILLER,26.0,25.0,0.0,1.0,11.0,9.0,6.0,0.0,24.0,24.0,0.0,2.0,107.0,98.0,223.0,137.0,18.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0
GAZDIC,LUKE,L,20,LUKE GAZDIC,17.0,16.0,0.0,1.0,7.0,6.0,4.0,0.0,17.0,17.0,0.0,0.0,80.0,80.0,88.0,88.0,10.0,1.0,4.0,1.0,0.0,1.0,0.0,0.0
STEMPNIAK,LEE,R,20,LEE STEMPNIAK,130.0,123.0,5.0,2.0,44.0,42.0,39.0,5.0,98.0,107.0,10.0,13.0,587.0,445.0,634.0,469.0,62.0,7.0,35.0,14.0,1.0,7.0,0.0,4.0
SALOMAKI,MIIKKA,R,20,MIIKKA SALOMAKI,56.0,53.0,3.0,0.0,22.0,13.0,21.0,0.0,53.0,54.0,0.0,2.0,283.0,270.0,293.0,247.0,38.0,1.0,6.0,7.0,1.0,3.0,0.0,0.0
SUTTER,BRANDON,C,21,BRANDON SUTTER,40.0,40.0,0.0,0.0,15.0,14.0,9.0,2.0,26.0,29.0,9.0,2.0,155.0,101.0,143.0,104.0,23.0,3.0,6.0,3.0,1.0,3.0,0.0,1.0
LAICH,BROOKS,C,21,BROOKS LAICH,99.0,93.0,2.0,4.0,38.0,37.0,24.0,0.0,89.0,89.0,4.0,6.0,321.0,291.0,461.0,311.0,41.0,16.0,14.0,15.0,3.0,9.0,0.0,1.0
STEPAN,DEREK,C,21,DEREK STEPAN,170.0,154.0,16.0,0.0,61.0,53.0,54.0,2.0,121.0,127.0,28.0,15.0,585.0,389.0,543.0,416.0,93.0,19.0,36.0,12.0,1.0,8.0,0.0,1.0
PALMIERI,KYLE,C,21,KYLE PALMIERI,192.0,189.0,2.0,1.0,58.0,69.0,58.0,7.0,105.0,119.0,68.0,5.0,608.0,400.0,589.0,488.0,62.0,50.0,53.0,18.0,5.0,4.0,0.0,0.0
SHORE,NICK,C,21,NICK SHORE,87.0,80.0,6.0,1.0,36.0,31.0,20.0,0.0,78.0,80.0,4.0,3.0,427.0,394.0,304.0,245.0,48.0,8.0,10.0,6.0,0.0,12.0,0.0,3.0
BERGLUND,PATRIK,C,21,PATRIK BERGLUND,70.0,69.0,1.0,0.0,14.0,26.0,26.0,4.0,58.0,65.0,1.0,4.0,297.0,257.0,298.0,228.0,43.0,6.0,9.0,4.0,3.0,4.0,0.0,1.0
MATTEAU,STEFAN,C,21,STEFAN MATTEAU,26.0,24.0,1.0,1.0,8.0,8.0,10.0,0.0,21.0,21.0,5.0,0.0,133.0,122.0,143.0,139.0,15.0,1.0,7.0,1.0,2.0,0.0,0.0,0.0
TATAR,TOMAS,C,21,TOMAS TATAR,146.0,141.0,5.0,0.0,41.0,48.0,50.0,7.0,110.0,124.0,22.0,0.0,615.0,437.0,410.0,375.0,77.0,11.0,38.0,11.0,5.0,2.0,0.0,2.0
TROCHECK,VINCENT,C,21,VINCENT TROCHECK,153.0,151.0,2.0,0.0,40.0,54.0,51.0,8.0,104.0,114.0,39.0,0.0,639.0,448.0,541.0,441.0,69.0,25.0,25.0,18.0,1.0,7.0,0.0,8.0
FERENCE,ANDREW,D,21,ANDREW FERENCE,4.0,4.0,0.0,0.0,2.0,1.0,1.0,0.0,3.0,4.0,0.0,0.0,31.0,29.0,39.0,34.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
POTTER,COREY,D,21,COREY POTTER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WISNIEWSKI,JAMES,D,21,JAMES WISNIEWSKI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KOSTKA,MICHAEL,D,21,MICHAEL KOSTKA,9.0,9.0,0.0,0.0,3.0,4.0,2.0,0.0,9.0,9.0,0.0,0.0,88.0,81.0,125.0,112.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
ROUSSEL,ANTOINE,L,21,ANTOINE ROUSSEL,98.0,96.0,1.0,1.0,34.0,35.0,29.0,0.0,92.0,92.0,1.0,5.0,491.0,454.0,517.0,427.0,59.0,7.0,10.0,11.0,1.0,6.0,0.0,4.0
VAN RIEMSDYK,JAMES,L,21,JAMES VAN RIEMSDYK,117.0,114.0,3.0,0.0,38.0,38.0,36.0,5.0,80.0,88.0,29.0,0.0,411.0,275.0,288.0,265.0,49.0,4.0,28.0,19.0,1.0,15.0,0.0,1.0
RYCHEL,KERBY,L,21,KERBY RYCHEL,30.0,30.0,0.0,0.0,9.0,12.0,9.0,0.0,30.0,30.0,0.0,0.0,102.0,101.0,141.0,139.0,6.0,5.0,12.0,3.0,0.0,4.0,0.0,0.0
ERIKSSON,LOUI,L,21,LOUI ERIKSSON,154.0,148.0,5.0,1.0,47.0,58.0,46.0,3.0,106.0,116.0,29.0,9.0,876.0,583.0,676.0,511.0,87.0,10.0,24.0,14.0,1.0,17.0,0.0,1.0
RAYMOND,MASON,L,21,MASON RAYMOND,49.0,49.0,0.0,0.0,26.0,10.0,13.0,0.0,43.0,43.0,6.0,0.0,176.0,145.0,156.0,151.0,37.0,4.0,4.0,1.0,1.0,2.0,0.0,0.0
LAUGHTON,SCOTT,L,21,SCOTT LAUGHTON,79.0,77.0,2.0,0.0,26.0,29.0,21.0,3.0,73.0,78.0,0.0,1.0,318.0,300.0,378.0,332.0,42.0,7.0,13.0,11.0,3.0,2.0,0.0,1.0
SMITH,BEN,R,21,BEN SMITH,15.0,14.0,1.0,0.0,3.0,8.0,4.0,0.0,15.0,15.0,0.0,0.0,93.0,85.0,138.0,112.0,6.0,3.0,4.0,1.0,0.0,1.0,0.0,0.0
SMITH-PELLY,DEVANTE,R,21,DEVANTE SMITH-PELLY,80.0,73.0,6.0,1.0,24.0,30.0,26.0,0.0,72.0,74.0,6.0,0.0,330.0,286.0,335.0,308.0,51.0,2.0,11.0,8.0,4.0,4.0,0.0,0.0
OKPOSO,KYLE,R,21,KYLE OKPOSO,185.0,180.0,2.0,3.0,62.0,48.0,70.0,5.0,139.0,150.0,35.0,0.0,728.0,506.0,551.0,469.0,119.0,12.0,33.0,11.0,1.0,7.0,0.0,2.0
SCEVIOUR,COLTON,C,22,COLTON SCEVIOUR,115.0,111.0,4.0,0.0,38.0,46.0,30.0,1.0,94.0,96.0,8.0,11.0,372.0,316.0,414.0,316.0,76.0,2.0,14.0,11.0,4.0,5.0,0.0,3.0
SHORE,DREW,C,22,DREW SHORE,3.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,9.0,9.0,10.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VARONE,PHIL,C,22,PHIL VARONE,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,15.0,15.0,28.0,28.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
HORCOFF,SHAWN,C,22,SHAWN HORCOFF,67.0,67.0,0.0,0.0,22.0,29.0,16.0,0.0,63.0,66.0,0.0,1.0,321.0,287.0,350.0,266.0,31.0,16.0,9.0,2.0,1.0,7.0,0.0,1.0
LEWIS,TREVOR,C,22,TREVOR LEWIS,159.0,152.0,7.0,0.0,63.0,57.0,36.0,3.0,135.0,144.0,8.0,7.0,497.0,444.0,434.0,326.0,99.0,6.0,15.0,21.0,2.0,10.0,0.0,6.0
BOYLE,DAN,D,22,DAN BOYLE,87.0,84.0,3.0,0.0,23.0,35.0,26.0,3.0,55.0,58.0,29.0,0.0,649.0,493.0,565.0,503.0,26.0,46.0,11.0,1.0,1.0,2.0,0.0,0.0
SHATTENKIRK,KEVIN,D,22,KEVIN SHATTENKIRK,172.0,150.0,20.0,2.0,54.0,55.0,52.0,11.0,114.0,136.0,34.0,2.0,745.0,535.0,659.0,477.0,98.0,55.0,13.0,6.0,0.0,0.0,0.0,0.0
SCHENN,LUKE,D,22,LUKE SCHENN,72.0,67.0,4.0,1.0,25.0,28.0,19.0,0.0,65.0,69.0,1.0,2.0,494.0,451.0,619.0,494.0,36.0,26.0,10.0,0.0,0.0,0.0,0.0,0.0
REDMOND,ZACH,D,22,ZACH REDMOND,20.0,18.0,2.0,0.0,5.0,6.0,9.0,0.0,19.0,19.0,1.0,0.0,175.0,170.0,197.0,190.0,13.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0
CUNNINGHAM,CRAIG,L,22,CRAIG CUNNINGHAM,13.0,13.0,0.0,0.0,2.0,7.0,4.0,0.0,13.0,13.0,0.0,0.0,39.0,38.0,54.0,54.0,10.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
SEDIN,DANIEL,L,22,DANIEL SEDIN,232.0,222.0,10.0,0.0,69.0,93.0,58.0,12.0,160.0,178.0,53.0,1.0,756.0,480.0,627.0,509.0,130.0,41.0,24.0,15.0,10.0,8.0,0.0,4.0
LARSSON,JOHAN,L,22,JOHAN LARSSON,85.0,83.0,1.0,1.0,36.0,29.0,16.0,4.0,66.0,71.0,13.0,1.0,474.0,400.0,524.0,481.0,55.0,3.0,13.0,7.0,2.0,4.0,0.0,1.0
SCOTT,JOHN,L,22,JOHN SCOTT,6.0,6.0,0.0,0.0,2.0,4.0,0.0,0.0,6.0,6.0,0.0,0.0,28.0,26.0,23.0,22.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0
MOUILLIERAT,KAEL,L,22,KAEL MOUILLIERAT,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THORNTON,SHAWN,L,22,SHAWN THORNTON,57.0,50.0,7.0,0.0,18.0,21.0,18.0,0.0,56.0,57.0,0.0,0.0,176.0,168.0,185.0,181.0,30.0,17.0,5.0,3.0,1.0,1.0,0.0,0.0
MILANO,SONNY,L,22,SONNY MILANO,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,14.0,14.0,13.0,13.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
CRACKNELL,ADAM,R,22,ADAM CRACKNELL,63.0,62.0,0.0,1.0,21.0,23.0,19.0,0.0,61.0,62.0,0.0,1.0,241.0,234.0,296.0,268.0,38.0,3.0,9.0,8.0,5.0,0.0,0.0,0.0
THORBURN,CHRIS,R,22,CHRIS THORBURN,64.0,64.0,0.0,0.0,27.0,23.0,14.0,0.0,61.0,62.0,0.0,2.0,316.0,294.0,400.0,342.0,20.0,8.0,8.0,21.0,2.0,5.0,0.0,0.0
WEISE,DALE,R,22,DALE WEISE,122.0,121.0,1.0,0.0,50.0,39.0,33.0,0.0,108.0,108.0,12.0,2.0,482.0,387.0,381.0,359.0,83.0,2.0,15.0,15.0,3.0,3.0,0.0,1.0
CONDRA,ERIK,R,22,ERIK CONDRA,52.0,48.0,4.0,0.0,16.0,24.0,12.0,0.0,47.0,48.0,1.0,3.0,237.0,224.0,227.0,186.0,40.0,5.0,1.0,4.0,0.0,2.0,0.0,0.0
TOOTOO,JORDIN,R,22,JORDIN TOOTOO,86.0,84.0,2.0,0.0,25.0,29.0,32.0,0.0,80.0,80.0,6.0,0.0,303.0,248.0,270.0,253.0,30.0,12.0,31.0,7.0,2.0,3.0,0.0,1.0
NIEDERREITER,NINO,R,22,NINO NIEDERREITER,139.0,137.0,2.0,0.0,33.0,52.0,54.0,0.0,115.0,118.0,21.0,0.0,635.0,503.0,439.0,405.0,79.0,7.0,25.0,13.0,3.0,10.0,0.0,2.0
KELLY,CHRIS,C,23,CHRIS KELLY,6.0,6.0,0.0,0.0,1.0,2.0,3.0,0.0,5.0,6.0,0.0,0.0,43.0,39.0,67.0,47.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
MEGNA,JAYSON,C,23,JAYSON MEGNA,8.0,8.0,0.0,0.0,3.0,3.0,2.0,0.0,7.0,7.0,1.0,0.0,35.0,28.0,22.0,22.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
HENDRICKS,MATT,C,23,MATT HENDRICKS,60.0,50.0,9.0,1.0,21.0,19.0,17.0,3.0,54.0,55.0,1.0,4.0,304.0,286.0,477.0,341.0,27.0,9.0,10.0,7.0,1.0,2.0,0.0,4.0
GRIMALDI,ROCCO,C,23,ROCCO GRIMALDI,26.0,26.0,0.0,0.0,6.0,9.0,11.0,0.0,22.0,25.0,1.0,0.0,111.0,87.0,106.0,104.0,9.0,5.0,8.0,3.0,0.0,0.0,0.0,1.0
REINHART,SAM,C,23,SAM REINHART,143.0,142.0,1.0,0.0,38.0,53.0,50.0,2.0,110.0,117.0,26.0,0.0,714.0,491.0,530.0,475.0,78.0,8.0,20.0,15.0,10.0,11.0,0.0,1.0
GOMEZ,SCOTT,C,23,SCOTT GOMEZ,19.0,19.0,0.0,0.0,4.0,7.0,8.0,0.0,17.0,18.0,1.0,0.0,185.0,156.0,200.0,181.0,11.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0
WILSON,SCOTT,C,23,SCOTT WILSON,34.0,33.0,1.0,0.0,9.0,13.0,12.0,0.0,29.0,30.0,4.0,0.0,126.0,113.0,89.0,87.0,23.0,2.0,5.0,3.0,0.0,0.0,0.0,1.0
MONAHAN,SEAN,C,23,SEAN MONAHAN,174.0,172.0,1.0,1.0,54.0,56.0,55.0,9.0,115.0,132.0,39.0,3.0,752.0,493.0,609.0,500.0,137.0,3.0,15.0,7.0,3.0,8.0,0.0,1.0
SILL,ZACH,C,23,ZACH SILL,12.0,11.0,1.0,0.0,6.0,5.0,1.0,0.0,12.0,12.0,0.0,0.0,44.0,44.0,39.0,31.0,3.0,2.0,6.0,0.0,0.0,1.0,0.0,0.0
EDLER,ALEXANDER,D,23,ALEXANDER EDLER,105.0,91.0,13.0,1.0,29.0,36.0,39.0,1.0,69.0,76.0,28.0,1.0,577.0,383.0,533.0,365.0,72.0,26.0,6.0,1.0,0.0,0.0,0.0,0.0
MANNING,BRANDON,D,23,BRANDON MANNING,66.0,62.0,4.0,0.0,18.0,20.0,28.0,0.0,62.0,62.0,3.0,1.0,426.0,401.0,475.0,419.0,26.0,24.0,14.0,1.0,0.0,0.0,0.0,1.0
LINDELL,ESA,D,23,ESA LINDELL,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,24.0,23.0,21.0,18.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
OLOFSSON,GUSTAV,D,23,GUSTAV OLOFSSON,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,6.0,6.0,10.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EKMAN-LARSSON,OLIVER,D,23,OLIVER EKMAN-LARSSON,207.0,194.0,12.0,1.0,72.0,62.0,71.0,2.0,112.0,125.0,80.0,2.0,947.0,592.0,703.0,583.0,133.0,58.0,13.0,3.0,0.0,0.0,0.0,0.0
MCGINN,BROCK,L,23,BROCK MCGINN,22.0,21.0,0.0,1.0,8.0,8.0,6.0,0.0,22.0,22.0,0.0,0.0,97.0,89.0,106.0,93.0,11.0,2.0,7.0,2.0,0.0,0.0,0.0,0.0
BROWN,DUSTIN,L,23,DUSTIN BROWN,209.0,201.0,8.0,0.0,78.0,56.0,71.0,4.0,188.0,194.0,9.0,6.0,669.0,563.0,547.0,429.0,122.0,21.0,32.0,22.0,4.0,7.0,0.0,1.0
FARNHAM,BOBBY,R,23,BOBBY FARNHAM,42.0,40.0,2.0,0.0,17.0,19.0,6.0,0.0,42.0,42.0,0.0,0.0,165.0,165.0,195.0,187.0,18.0,4.0,13.0,4.0,0.0,2.0,0.0,1.0
CLARKSON,DAVID,R,23,DAVID CLARKSON,22.0,22.0,0.0,0.0,7.0,9.0,6.0,0.0,20.0,20.0,2.0,0.0,79.0,73.0,114.0,113.0,4.0,1.0,9.0,4.0,0.0,3.0,0.0,1.0
JASKIN,DMITRIJ,R,23,DMITRIJ JASKIN,90.0,89.0,1.0,0.0,24.0,34.0,30.0,2.0,88.0,90.0,0.0,0.0,368.0,358.0,282.0,278.0,47.0,7.0,9.0,12.0,1.0,9.0,0.0,5.0
BROWN,J.T.,R,23,J.T. BROWN,132.0,128.0,3.0,1.0,44.0,45.0,42.0,1.0,123.0,128.0,0.0,4.0,449.0,420.0,518.0,392.0,84.0,11.0,7.0,15.0,1.0,12.0,0.0,2.0
MALONE,BRAD,C,24,BRAD MALONE,29.0,27.0,2.0,0.0,14.0,9.0,6.0,0.0,28.0,28.0,0.0,1.0,185.0,176.0,216.0,182.0,17.0,1.0,10.0,1.0,0.0,0.0,0.0,0.0
CHIPCHURA,KYLE,C,24,KYLE CHIPCHURA,43.0,41.0,2.0,0.0,18.0,13.0,12.0,0.0,40.0,42.0,1.0,0.0,262.0,246.0,324.0,288.0,31.0,1.0,4.0,5.0,0.0,2.0,0.0,0.0
LINDBERG,OSCAR,C,24,OSCAR LINDBERG,101.0,100.0,1.0,0.0,33.0,34.0,34.0,0.0,92.0,93.0,8.0,0.0,384.0,325.0,366.0,347.0,61.0,4.0,18.0,12.0,1.0,5.0,0.0,0.0
HOLLAND,PETER,C,24,PETER HOLLAND,134.0,128.0,2.0,4.0,44.0,36.0,49.0,5.0,98.0,108.0,25.0,1.0,493.0,339.0,370.0,328.0,76.0,11.0,32.0,8.0,2.0,4.0,0.0,1.0
HUNT,BRAD,D,24,BRAD HUNT,12.0,12.0,0.0,0.0,3.0,4.0,5.0,0.0,10.0,10.0,2.0,0.0,48.0,36.0,37.0,35.0,4.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0
TINORDI,JARRED,D,24,JARRED TINORDI,3.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,2.0,0.0,1.0,44.0,41.0,75.0,64.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
BENN,JORDIE,D,24,JORDIE BENN,56.0,50.0,3.0,3.0,21.0,19.0,15.0,1.0,50.0,52.0,2.0,2.0,407.0,373.0,473.0,374.0,38.0,11.0,6.0,1.0,0.0,0.0,0.0,0.0
DUMBA,MATT,D,24,MATT DUMBA,142.0,138.0,4.0,0.0,45.0,60.0,35.0,2.0,83.0,91.0,50.0,1.0,640.0,462.0,545.0,510.0,51.0,64.0,19.0,6.0,0.0,2.0,0.0,0.0
DESPRES,SIMON,D,24,SIMON DESPRES,32.0,30.0,2.0,0.0,7.0,11.0,14.0,0.0,27.0,27.0,3.0,2.0,248.0,220.0,296.0,227.0,18.0,7.0,4.0,3.0,0.0,0.0,0.0,0.0
NYSTROM,ERIC,L,24,ERIC NYSTROM,20.0,19.0,1.0,0.0,8.0,8.0,4.0,0.0,16.0,16.0,0.0,4.0,175.0,163.0,207.0,175.0,10.0,5.0,4.0,0.0,0.0,0.0,0.0,1.0
DANAULT,PHILLIP,L,24,PHILLIP DANAULT,68.0,68.0,0.0,0.0,22.0,25.0,21.0,0.0,67.0,67.0,1.0,0.0,285.0,276.0,294.0,250.0,40.0,7.0,7.0,9.0,1.0,3.0,0.0,1.0
HUDLER,JIRI,R,24,JIRI HUDLER,93.0,91.0,2.0,0.0,32.0,33.0,27.0,1.0,61.0,67.0,26.0,0.0,526.0,354.0,413.0,390.0,32.0,22.0,7.0,21.0,1.0,9.0,0.0,1.0
READ,MATT,R,24,MATT READ,117.0,108.0,6.0,3.0,41.0,46.0,27.0,3.0,90.0,94.0,12.0,11.0,551.0,439.0,524.0,379.0,62.0,13.0,24.0,11.0,2.0,5.0,0.0,0.0
CALLAHAN,RYAN,R,24,RYAN CALLAHAN,147.0,144.0,2.0,1.0,51.0,48.0,47.0,1.0,124.0,128.0,15.0,4.0,538.0,414.0,559.0,406.0,79.0,19.0,13.0,16.0,0.0,15.0,0.0,5.0
HAMILTON,FREDDIE,C,25,FREDDIE HAMILTON,6.0,6.0,0.0,0.0,1.0,3.0,2.0,0.0,6.0,6.0,0.0,0.0,27.0,27.0,28.0,26.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
TALBOT,MAX,C,25,MAX TALBOT,28.0,27.0,0.0,1.0,8.0,9.0,10.0,1.0,26.0,27.0,0.0,1.0,135.0,126.0,227.0,177.0,18.0,1.0,1.0,3.0,1.0,3.0,0.0,1.0
SANTORELLI,MIKE,C,25,MIKE SANTORELLI,72.0,72.0,0.0,0.0,33.0,20.0,19.0,0.0,66.0,68.0,4.0,0.0,340.0,304.0,289.0,282.0,48.0,2.0,7.0,7.0,0.0,7.0,0.0,1.0
GRIGORENKO,MIKHAIL,C,25,MIKHAIL GRIGORENKO,78.0,73.0,3.0,2.0,25.0,28.0,25.0,0.0,68.0,70.0,7.0,1.0,424.0,329.0,459.0,410.0,45.0,7.0,10.0,10.0,3.0,3.0,0.0,0.0
WHITE,RYAN,C,25,RYAN WHITE,78.0,72.0,5.0,1.0,20.0,23.0,35.0,0.0,70.0,72.0,4.0,2.0,369.0,299.0,422.0,353.0,33.0,16.0,20.0,3.0,1.0,5.0,0.0,0.0
KARLSSON,WILLIAM,C,25,WILLIAM KARLSSON,99.0,98.0,0.0,1.0,33.0,33.0,32.0,1.0,91.0,95.0,1.0,3.0,448.0,410.0,562.0,406.0,41.0,9.0,27.0,15.0,3.0,3.0,0.0,1.0
COLAIACOVO,CARLO,D,25,CARLO COLAIACOVO,28.0,26.0,1.0,1.0,7.0,9.0,12.0,0.0,25.0,26.0,2.0,0.0,218.0,204.0,218.0,211.0,11.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0
BUTLER,CHRIS,D,25,CHRIS BUTLER,4.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,4.0,0.0,0.0,24.0,22.0,35.0,31.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NURSE,DARNELL,D,25,DARNELL NURSE,117.0,106.0,9.0,2.0,31.0,42.0,42.0,2.0,109.0,114.0,0.0,3.0,524.0,482.0,728.0,577.0,60.0,19.0,27.0,7.0,0.0,0.0,0.0,4.0
BRODIN,JONAS,D,25,JONAS BRODIN,56.0,51.0,5.0,0.0,15.0,18.0,22.0,1.0,53.0,55.0,1.0,0.0,462.0,438.0,653.0,517.0,19.0,26.0,6.0,3.0,0.0,2.0,0.0,0.0
CARLE,MATTHEW,D,25,MATTHEW CARLE,52.0,50.0,1.0,1.0,22.0,17.0,13.0,0.0,45.0,49.0,2.0,1.0,436.0,398.0,504.0,404.0,32.0,14.0,5.0,1.0,0.0,0.0,0.0,0.0
GREEN,MIKE,D,25,MIKE GREEN,117.0,117.0,0.0,0.0,35.0,35.0,44.0,3.0,82.0,87.0,30.0,0.0,780.0,571.0,543.0,489.0,53.0,41.0,20.0,3.0,0.0,0.0,0.0,0.0
SAMUELSSON,PHILIP,D,25,PHILIP SAMUELSSON,5.0,4.0,1.0,0.0,1.0,2.0,2.0,0.0,5.0,5.0,0.0,0.0,33.0,32.0,27.0,24.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
MARKSTROM,JACOB,G,25,JACOB MARKSTROM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,744.0,597.0,904.0,693.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TERRY,CHRIS,L,25,CHRIS TERRY,74.0,72.0,1.0,1.0,22.0,19.0,29.0,4.0,65.0,70.0,3.0,1.0,332.0,293.0,309.0,300.0,23.0,5.0,31.0,10.0,1.0,3.0,0.0,1.0
DE LA ROSE,JACOB,L,25,JACOB DE LA ROSE,20.0,19.0,0.0,1.0,7.0,8.0,5.0,0.0,19.0,20.0,0.0,0.0,82.0,77.0,143.0,111.0,15.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0
CHIMERA,JASON,L,25,JASON CHIMERA,145.0,144.0,1.0,0.0,49.0,49.0,47.0,0.0,124.0,125.0,16.0,4.0,524.0,427.0,535.0,441.0,76.0,17.0,22.0,16.0,2.0,11.0,0.0,1.0
CLUNE,RICH,L,25,RICH CLUNE,10.0,10.0,0.0,0.0,2.0,5.0,3.0,0.0,9.0,9.0,1.0,0.0,63.0,61.0,56.0,52.0,4.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0
STALBERG,VIKTOR,L,25,VIKTOR STALBERG,116.0,114.0,2.0,0.0,42.0,43.0,30.0,1.0,104.0,106.0,0.0,10.0,375.0,349.0,467.0,382.0,61.0,10.0,24.0,10.0,0.0,10.0,0.0,1.0
RITCHIE,BRETT,R,25,BRETT RITCHIE,15.0,15.0,0.0,0.0,4.0,8.0,3.0,0.0,14.0,14.0,1.0,0.0,49.0,36.0,28.0,27.0,12.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
NEIL,CHRIS,R,25,CHRIS NEIL,65.0,59.0,6.0,0.0,26.0,25.0,14.0,0.0,65.0,65.0,0.0,0.0,298.0,297.0,334.0,326.0,39.0,8.0,5.0,8.0,1.0,4.0,0.0,0.0
WINNIK,DANIEL,C,26,DANIEL WINNIK,95.0,92.0,3.0,0.0,41.0,22.0,32.0,0.0,91.0,91.0,1.0,3.0,422.0,386.0,483.0,391.0,60.0,6.0,11.0,11.0,0.0,6.0,0.0,1.0
STASTNY,PAUL,C,26,PAUL STASTNY,94.0,93.0,0.0,1.0,31.0,31.0,27.0,5.0,73.0,79.0,12.0,3.0,637.0,480.0,545.0,438.0,61.0,0.0,4.0,12.0,7.0,10.0,0.0,0.0
PETRY,JEFF,D,26,JEFF PETRY,93.0,89.0,3.0,1.0,40.0,41.0,12.0,0.0,79.0,79.0,13.0,1.0,497.0,404.0,444.0,339.0,51.0,32.0,9.0,0.0,1.0,0.0,0.0,0.0
LILES,JOHN-MICHAEL,D,26,JOHN-MICHAEL LILES,105.0,96.0,6.0,3.0,40.0,34.0,28.0,3.0,78.0,82.0,19.0,4.0,734.0,576.0,667.0,543.0,32.0,50.0,17.0,4.0,1.0,0.0,0.0,1.0
STONE,MICHAEL,D,26,MICHAEL STONE,155.0,142.0,10.0,3.0,46.0,50.0,58.0,1.0,105.0,112.0,41.0,2.0,743.0,523.0,799.0,626.0,62.0,83.0,9.0,1.0,0.0,0.0,0.0,0.0
WOTHERSPOON,TYLER,D,26,TYLER WOTHERSPOON,9.0,8.0,1.0,0.0,1.0,3.0,5.0,0.0,9.0,9.0,0.0,0.0,62.0,62.0,60.0,51.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
HAGELIN,CARL,L,26,CARL HAGELIN,164.0,158.0,6.0,0.0,45.0,55.0,62.0,2.0,139.0,148.0,3.0,13.0,653.0,580.0,510.0,420.0,90.0,15.0,20.0,23.0,0.0,8.0,0.0,8.0
MOULSON,MATT,L,26,MATT MOULSON,105.0,101.0,4.0,0.0,41.0,34.0,28.0,2.0,77.0,79.0,26.0,0.0,464.0,345.0,374.0,354.0,54.0,10.0,16.0,8.0,6.0,10.0,0.0,1.0
PUEMPEL,MATT,L,26,MATT PUEMPEL,25.0,25.0,0.0,0.0,7.0,8.0,9.0,1.0,24.0,25.0,0.0,0.0,125.0,115.0,178.0,172.0,15.0,2.0,2.0,2.0,1.0,3.0,0.0,0.0
