,last,first,pos,num,GP,TOI,TOI_5v5,corsi_for_5v5/60,corsi_against_5v5/60,corsi_5v5/60,fenwick_for_5v5/60,fenwick_against_5v5/60,fenwick_5v5/60,5v5_block/60,g_block_5_5v5/60,b_block_5_5v5/60,g_block_10_5v5/60,b_block_10_5v5/60,g_block_5_ev/60,5v5_hits/60,g_hit_5_5v5/60,b_hit_5_5v5/60,g_hit_10_5v5/60,b_hit_10_5v5/60,5v5_goal/60,5v5_shot/60,5v5_give/60,5v5_take/60
186,FAST,JESPER,R,19,79.0,19.6708333333,16.0336111111,52.2028377887,55.1965489163,-2.99371112767,38.5440307687,39.9161483689,-1.37211760018,2.05817640027,2.05817640027,0.0,2.05817640027,0.0,2.18291436392,6.23689818264,6.23689818264,0.0,6.23689818264,0.0,0.436582872785,3.74213890958,0.997903709222,1.68396250931
187,LUPUL,JOFFREY,R,19,46.0,11.2094444444,8.90944444444,52.6407682235,60.7220801896,-8.08131196608,40.8555216063,47.7021886887,-6.84666708237,1.57136621563,1.57136621563,0.0,1.57136621563,0.0,1.57136621563,6.17322441853,6.17322441853,0.0,6.17322441853,0.0,0.67344266384,6.95890752635,0.67344266384,1.34688532768
188,DOAN,SHANE,R,19,72.0,21.1408333333,15.7694444444,54.4724326229,59.9894310375,-5.51699841466,40.6482296988,45.848159239,-5.19992954025,0.824379073454,0.824379073454,0.0,0.824379073454,0.0,0.887792848335,5.45358463977,5.39017086489,0.0634137748811,5.39017086489,0.0634137748811,0.887792848335,5.96089483882,1.3316892725,1.45851682227
189,CLENDENING,ADAM,D,2,29.0,7.15138888889,6.52611111111,55.7759427939,59.4534774836,-3.67753468971,41.5254958713,45.8159530093,-4.29045713799,4.59691836214,4.59691836214,0.0,4.44368775006,0.153230612071,5.05661019835,2.91138162935,2.91138162935,0.0,2.91138162935,0.0,0.153230612071,6.12922448285,2.60492040521,0.766153060356
190,PARDY,ADAM,D,2,23.0,6.08888888889,5.09638888889,53.7635580749,56.314383823,-2.55082574808,40.8132119693,42.9716029869,-2.15839101761,4.51299940045,4.31678203521,0.196217365237,4.31678203521,0.196217365237,4.31678203521,5.10165149616,5.10165149616,0.0,5.10165149616,0.0,0.0,4.12056466997,2.35460838284,0.784869460947
191,SEKERA,ANDREJ,D,2,81.0,29.4433333333,22.7516666667,55.6442751447,58.061680463,-2.41740531829,39.8652113398,42.2826166581,-2.41740531829,5.62596146802,5.53805582009,0.0879056479379,5.45015017215,0.175811295876,5.84572558787,2.37345249432,2.37345249432,0.0,2.37345249432,0.0,0.0439528239689,4.21947110102,2.63716943814,1.09882059922
192,BODNARCHUK,ANDREW,D,2,37.0,7.60944444444,7.36333333333,45.7673155274,63.1507469443,-17.3834314169,34.495246718,48.4834766863,-13.9882299683,3.39520144862,3.39520144862,0.0,3.39520144862,0.0,3.53100950656,5.83974649163,5.83974649163,0.0,5.83974649163,0.0,0.0,1.2222725215,0.814848347669,0.27161611589
193,BITETTO,ANTHONY,D,2,28.0,5.6625,5.55277777778,49.5247623812,59.0695347674,-9.54477238619,36.3781890945,41.4207103552,-5.04252126063,7.38369184592,7.2036018009,0.180090045023,7.2036018009,0.180090045023,7.2036018009,10.9854927464,10.8054027014,0.180090045023,10.8054027014,0.180090045023,0.180090045023,3.24162081041,1.44072036018,0.360180090045
194,SMITH,BRENDAN,D,2,63.0,18.4819444444,15.8525,57.9719287179,43.9047468853,14.0671818325,43.1477684908,35.1994953477,7.94827314304,1.76628292067,1.76628292067,0.0,1.76628292067,0.0,2.14477211796,4.92035956474,4.85727803186,0.0630815328812,4.85727803186,0.0630815328812,0.126163065762,4.10029963728,1.89244598644,0.567733795931
195,HAMHUIS,DAN,D,2,58.0,20.7013888889,15.99,53.0331457161,52.5953721076,0.437773608505,40.0250156348,41.5259537211,-1.5009380863,2.93933708568,2.81425891182,0.125078173859,2.81425891182,0.125078173859,2.93933708568,3.1894934334,3.1894934334,0.0,3.1894934334,0.0,0.0625390869293,3.56472795497,2.25140712946,1.25078173859
196,PHANEUF,DION,D,2,71.0,26.4141666667,19.6608333333,59.8652142585,57.9833001314,1.88191412707,44.9624888738,45.2168015937,-0.254312719875,3.30606535837,3.20434027042,0.10172508795,3.20434027042,0.10172508795,3.66210316619,7.47679396431,7.47679396431,0.0,7.47679396431,0.0,0.152587631925,4.83194167762,1.16983851142,0.813800703599
197,KEITH,DUNCAN,D,2,67.0,28.1794444444,20.5238888889,56.6169504372,51.6958557778,4.92109465934,41.8049427496,37.7121511518,4.09279159787,4.04406788837,3.94662046937,0.0974474189968,3.84917305037,0.194894837994,4.23896272636,0.584684513981,0.584684513981,0.0,0.584684513981,0.0,0.194894837994,4.48258127385,1.55915870395,0.828303061473
198,COWEN,JARED,D,2,37.0,10.4705555556,8.81777777778,46.6103830645,62.7142137097,-16.1038306452,33.341733871,44.7958669355,-11.4541330645,4.98991935484,4.98991935484,0.0,4.98991935484,0.0,4.98991935484,11.0005040323,10.8870967742,0.113407258065,10.8870967742,0.113407258065,0.0,2.60836693548,3.40221774194,0.793850806452
199,MOORE,JOHN,D,2,73.0,24.1163888889,18.4630555556,43.1672860216,55.3537845848,-12.1864985632,32.9306272285,41.6507439782,-8.72011674967,3.46638181353,3.46638181353,0.0,3.4122195977,0.0541622158364,3.68303067688,4.38713948275,4.38713948275,0.0,4.38713948275,0.0,0.0541622158364,3.84551732439,1.84151533844,0.812433237546
200,JOKIPAKKA,JYRKI,D,2,58.0,15.0402777778,13.5366666667,52.8195025856,54.6663383403,-1.84683575474,36.5673479439,39.3006648609,-2.73331691702,4.21078552081,4.13691209062,0.0738734301896,4.13691209062,0.0738734301896,4.21078552081,4.50627924157,4.50627924157,0.0,4.43240581138,0.0738734301896,0.147746860379,2.95493720758,2.43782319626,0.960354592465
201,BIEKSA,KEVIN,D,2,71.0,24.8627777778,19.9455555556,57.4564091137,55.5512227731,1.90518634059,43.3179210072,40.5604144616,2.7575065456,4.66269288619,4.5624199209,0.100272965294,4.5624199209,0.100272965294,4.81310233413,6.81856164002,6.76842515737,0.0501364826472,6.71828867473,0.100272965294,0.0501364826472,4.31173750766,2.00545930589,0.601637791766
202,RUSSELL,KRIS,D,2,62.0,23.8394444444,19.2958333333,50.4253940834,62.0341179011,-11.6087238177,37.4692291082,42.5480457784,-5.07881667027,8.65471820341,8.55106888361,0.103649319801,8.49924422371,0.155473979702,9.32843878212,1.91751241632,1.91751241632,0.0,1.91751241632,0.0,0.0518246599007,2.64305765493,2.02116173613,0.984668538113
203,GREENE,MATT,D,2,3.0,0.5875,0.492777777778,44.6448703495,62.908680947,-18.2638105975,36.527621195,46.6741826381,-10.1465614431,2.02931228861,2.02931228861,0.0,2.02931228861,0.0,2.02931228861,10.1465614431,10.1465614431,0.0,10.1465614431,0.0,0.0,6.08793686584,4.05862457723,0.0
204,HUNWICK,MATT,D,2,60.0,22.5636111111,17.5433333333,55.4626638799,61.8468554057,-6.38419152575,41.6112483375,47.767433023,-6.15618468554,3.64810944328,3.53410602318,0.114003420103,3.53410602318,0.114003420103,3.87611628349,5.70017100513,5.64316929508,0.0570017100513,5.58616758503,0.114003420103,0.114003420103,3.53410602318,1.93805814174,1.02603078092
205,NISKANEN,MATT,D,2,82.0,33.7044444444,24.8544444444,55.0002235236,52.8678081273,2.13241539631,40.998703563,37.6994948366,3.29920872636,3.78201975949,3.70155125397,0.080468505521,3.70155125397,0.080468505521,4.30506504538,5.43162412267,5.39138986991,0.0402342527605,5.39138986991,0.0402342527605,0.080468505521,4.70740757298,1.68983861594,0.925387813492
206,HOLDEN,NICK,D,2,82.0,29.8977777778,24.6355555556,50.8614468699,62.7142341692,-11.8527872993,37.9938661375,46.8022731373,-8.80840699982,3.6938480967,3.6938480967,0.0,3.6938480967,0.0,3.89680678333,7.79361356666,7.75302182933,0.0405917373264,7.75302182933,0.0405917373264,0.202958686632,3.32852246076,0.852426483854,0.690059534548
207,LEDDY,NICK,D,2,81.0,30.5311111111,24.5186111111,56.6100581191,56.3653460523,0.244712066797,40.499847055,42.3759729004,-1.87612584545,2.85497411264,2.7734034237,0.0815706889324,2.7734034237,0.0815706889324,3.05890083497,2.93654480157,2.8957594571,0.0407853444662,2.8957594571,0.0407853444662,0.0815706889324,3.3851835907,1.67219912312,1.38670171185
208,GROSSMANN,NICKLAS,D,2,58.0,17.1391666667,13.8166666667,48.1302774427,59.8552472859,-11.7249698432,35.2472858866,45.958986731,-10.7117008444,3.54644149578,3.47406513872,0.0723763570567,3.47406513872,0.0723763570567,3.61881785283,6.80337756333,6.80337756333,0.0,6.80337756333,0.0,0.21712907117,2.53317249698,0.940892641737,0.144752714113
209,KREIDER,CHRIS,C,20,79.0,21.01,17.0872222222,55.5385765842,56.2408557402,-0.702279155964,40.9077608349,40.6736677829,0.234093051988,1.87274441591,1.87274441591,0.0,1.87274441591,0.0,1.9312676789,9.8319081835,9.8319081835,0.0,9.77338492051,0.058523262997,0.877848944956,6.20346587769,1.75569788991,1.28751178593
210,EAKIN,CODY,C,20,82.0,22.3697222222,17.2933333333,56.8427139553,58.6931380108,-1.85042405551,40.99845798,43.9475713184,-2.94911333847,2.08172706245,2.02390131072,0.0578257517348,2.02390131072,0.0578257517348,2.42868157286,5.20431765613,5.14649190439,0.0578257517348,5.08866615266,0.11565150347,0.462606013878,5.26214340786,1.96607555898,1.96607555898
211,UMBERGER,R.J.,C,20,39.0,6.60305555556,6.14888888889,50.5782435851,59.6855800506,-9.10733646549,38.2182869534,43.9103722443,-5.69208529093,2.27683411637,2.27683411637,0.0,2.27683411637,0.0,2.27683411637,9.43259848211,9.43259848211,0.0,9.43259848211,0.0,0.162631008312,6.99313335743,1.13841705819,0.650524033249
212,NASH,RILEY,C,20,64.0,13.82,11.3547222222,52.2249675857,48.4379969176,3.7869706681,37.1651539986,36.5486704014,0.616483597133,1.49717445018,1.49717445018,0.0,1.49717445018,0.0,1.58524353548,4.84379969176,4.84379969176,0.0,4.84379969176,0.0,0.616483597133,5.01993786237,1.05682902366,3.61083249749
213,CORRADO,FRANK,D,20,39.0,9.395,8.37833333333,61.5874278894,50.4873682117,11.1000596777,43.9228167893,38.7905311319,5.13228565745,4.29679729461,4.29679729461,0.0,4.29679729461,0.0,4.29679729461,5.01293017704,5.01293017704,0.0,5.01293017704,0.0,0.119355480406,4.1774418142,1.79033220609,0.238710960812
214,TAORMINA,MATT,D,20,3.0,0.696388888889,0.641111111111,38.9948006932,38.9948006932,0.0,23.3968804159,32.7556325823,-9.35875216638,4.67937608319,4.67937608319,0.0,4.67937608319,0.0,4.67937608319,1.55979202773,1.55979202773,0.0,1.55979202773,0.0,0.0,3.11958405546,3.11958405546,0.0
215,STANTON,RYAN,D,20,1.0,0.144722222222,0.144722222222,55.2783109405,76.0076775432,-20.7293666027,34.5489443378,62.1880998081,-27.6391554702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216,SUTER,RYAN,D,20,82.0,39.0508333333,28.8133333333,54.9398426654,54.3845441925,0.555298472929,41.7862100879,39.7732531236,2.01295696437,3.74826469227,3.67885238316,0.0694123091161,3.6441462286,0.104118463674,4.16473854697,1.83942619158,1.83942619158,0.0,1.83942619158,0.0,0.138824618232,4.09532623785,1.18000925497,0.937066173068
217,BARTLEY,VICTOR,D,20,10.0,2.21972222222,2.17888888889,55.5328913819,65.6297807241,-10.0968893422,37.1749107598,44.5181030087,-7.34319224885,7.80214176441,7.34319224885,0.458949515553,7.34319224885,0.458949515553,7.34319224885,9.63793982662,9.63793982662,0.0,9.63793982662,0.0,0.0,3.67159612443,3.21264660887,0.0
219,STEEN,ALEXANDER,L,20,67.0,22.7427777778,15.9252777778,55.2580628281,55.1324763217,0.125586506428,40.815614589,40.1248888036,0.690725785352,1.56983133034,1.56983133034,0.0,1.56983133034,0.0,1.69541783677,2.70010988819,2.70010988819,0.0,2.70010988819,0.0,0.753519038566,6.09094556174,0.879105544993,1.75821108999
220,SAAD,BRANDON,L,20,78.0,22.3838888889,17.545,56.7683100598,57.0532915361,-0.284981476204,41.664291821,41.8352807068,-0.170988885722,1.19692220006,1.19692220006,0.0,1.19692220006,0.0,1.31091479054,2.22285551439,2.22285551439,0.0,2.22285551439,0.0,1.08292960958,8.77742946708,1.13992590482,1.31091479054
221,HIGGINS,CHRIS,L,20,33.0,7.57805555556,6.29138888889,48.4789615436,56.2673848735,-7.78842332995,35.445273522,44.664223586,-9.21895006402,2.22526380856,2.22526380856,0.0,2.22526380856,0.0,2.22526380856,2.38421122345,2.38421122345,0.0,2.38421122345,0.0,0.317894829794,7.31158108526,0.953684489381,0.794737074485
222,THOMAS,CHRISTIAN,L,20,6.0,0.893888888889,0.885555555556,59.8494353827,41.7816813049,18.0677540778,41.7816813049,28.2308657465,13.5508155583,1.12923462986,1.12923462986,0.0,1.12923462986,0.0,1.12923462986,5.64617314931,5.64617314931,0.0,5.64617314931,0.0,0.0,10.1631116688,1.12923462986,1.12923462986
223,MILLER,DREW,L,20,28.0,6.05388888889,4.55055555556,38.8963496521,60.6519350507,-21.7555853986,31.6444878525,48.1259919424,-16.4815040899,3.51605420584,3.51605420584,0.0,3.51605420584,0.0,3.51605420584,8.35062873886,8.35062873886,0.0,8.35062873886,0.0,0.219753387865,5.27408130875,0.659260163594,1.53827371505
