last,first,pos,num,comb,goals,assists,prim_assist,sec_assist,oz_goal,nz_goal,dz_goal,p1_goal,p2_goal,p3_goal,ot_goal,5v5_goal,ev_goal,pp_goal,sh_goal,goal_for_oi,goal_for_oi_5v5,goal_against_oi,goal_against_oi_5v5,p1_assist,p2_assist,p3_assist,ot_assist,5v5_assist,ev_assist,pp_assist,sh_assist,goal_wrist,goal_slap,goal_snap,goal_back,goal_deflect,goal_tip,goal_wrap,goal_noshot,goal_other
ACCIARI,NOEL,C,55,NOEL ACCIARI,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,12.0,8.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NESS,AARON,D,55,AARON NESS,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,2.0,2.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BIEGA,ALEX,D,55,ALEX BIEGA,0.0,7.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,26.0,42.0,33.0,2.0,0.0,5.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COBURN,BRAYDON,D,55,BRAYDON COBURN,1.0,9.0,4.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,53.0,45.0,56.0,41.0,3.0,4.0,2.0,0.0,8.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUMMERS,CHRIS,D,55,CHRIS SUMMERS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PARAYKO,COLTON,D,55,COLTON PARAYKO,9.0,24.0,14.0,10.0,8.0,1.0,0.0,3.0,4.0,2.0,0.0,5.0,6.0,3.0,0.0,85.0,60.0,44.0,34.0,11.0,5.0,8.0,0.0,19.0,20.0,4.0,0.0,5.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
SCHULTZ,JEFF,D,55,JEFF SCHULTZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAMAGE,JOHN,D,55,JOHN RAMAGE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BOYCHUK,JOHNNY,D,55,JOHNNY BOYCHUK,9.0,16.0,8.0,8.0,8.0,1.0,0.0,4.0,2.0,3.0,0.0,8.0,8.0,1.0,0.0,68.0,48.0,60.0,35.0,3.0,8.0,5.0,0.0,12.0,12.0,4.0,0.0,2.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
SCHULTZ,NICK,D,55,NICK SCHULTZ,1.0,9.0,2.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,43.0,37.0,69.0,39.0,4.0,2.0,3.0,0.0,8.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KRONWALL,NIKLAS,D,55,NIKLAS KRONWALL,3.0,23.0,11.0,12.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,3.0,0.0,0.0,59.0,27.0,72.0,41.0,7.0,5.0,10.0,1.0,7.0,9.0,14.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RISTOLAINEN,RASMUS,D,55,RASMUS RISTOLAINEN,9.0,32.0,15.0,17.0,8.0,0.0,1.0,1.0,3.0,5.0,0.0,4.0,5.0,4.0,0.0,90.0,44.0,101.0,60.0,11.0,10.0,11.0,0.0,14.0,15.0,17.0,0.0,5.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
LOOV,VIKTOR,D,55,VIKTOR LOOV,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCLEOD,CODY,L,55,CODY MCLEOD,8.0,5.0,2.0,3.0,8.0,0.0,0.0,1.0,4.0,3.0,0.0,7.0,7.0,1.0,0.0,27.0,23.0,32.0,22.0,2.0,0.0,3.0,0.0,5.0,5.0,0.0,0.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
ROBINSON,BUDDY,R,55,BUDDY ROBINSON,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
FRIESEN,ALEX,C,56,ALEX FRIESEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FROESE,BYRON,C,56,BYRON FROESE,2.0,3.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,15.0,14.0,42.0,24.0,2.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
DANO,MARKO,C,56,MARKO DANO,5.0,5.0,1.0,4.0,5.0,0.0,0.0,3.0,0.0,2.0,0.0,5.0,5.0,0.0,0.0,13.0,11.0,19.0,19.0,0.0,2.0,3.0,0.0,4.0,4.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0
MATHESON,MICHAEL,D,56,MICHAEL MATHESON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CROSS,TOMMY,D,56,TOMMY CROSS,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PIETILA,BLAKE,L,56,BLAKE PIETILA,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WOODS,BRENDAN,L,56,BRENDAN WOODS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HAULA,ERIK,L,56,ERIK HAULA,14.0,20.0,13.0,7.0,13.0,1.0,0.0,5.0,2.0,7.0,0.0,10.0,12.0,0.0,2.0,45.0,36.0,40.0,20.0,6.0,8.0,6.0,0.0,16.0,17.0,1.0,2.0,6.0,0.0,3.0,4.0,0.0,0.0,0.0,1.0,0.0
FIALA,KEVIN,L,56,KEVIN FIALA,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
PAAJARVI,MAGNUS,L,56,MAGNUS PAAJARVI,3.0,6.0,6.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,3.0,0.0,0.0,14.0,14.0,25.0,21.0,1.0,3.0,2.0,0.0,6.0,6.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
BECK,TAYLOR,L,56,TAYLOR BECK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PULKKINEN,TEEMU,L,56,TEEMU PULKKINEN,6.0,6.0,3.0,3.0,6.0,0.0,0.0,0.0,0.0,5.0,1.0,4.0,5.0,1.0,0.0,15.0,9.0,9.0,6.0,2.0,2.0,1.0,1.0,2.0,4.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
BAILEY,JUSTIN,R,56,JUSTIN BAILEY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GRANT,DEREK,C,57,DEREK GRANT,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,8.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WINGELS,TOMMY,C,57,TOMMY WINGELS,7.0,11.0,7.0,4.0,7.0,0.0,0.0,5.0,2.0,0.0,0.0,6.0,6.0,1.0,0.0,26.0,17.0,41.0,30.0,2.0,6.0,3.0,0.0,7.0,7.0,2.0,2.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
VAN RIEMSDYK,TREVOR,D,57,TREVOR VAN RIEMSDYK,3.0,11.0,7.0,4.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,58.0,46.0,74.0,52.0,3.0,5.0,3.0,0.0,7.0,8.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
MYERS,TYLER,D,57,TYLER MYERS,9.0,18.0,7.0,11.0,9.0,0.0,0.0,4.0,3.0,2.0,0.0,8.0,9.0,0.0,0.0,65.0,43.0,72.0,39.0,6.0,7.0,5.0,0.0,13.0,15.0,2.0,1.0,6.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
PERRON,DAVID,L,57,DAVID PERRON,15.0,24.0,15.0,9.0,15.0,0.0,0.0,5.0,3.0,4.0,3.0,7.0,11.0,4.0,0.0,60.0,32.0,40.0,36.0,7.0,7.0,10.0,0.0,13.0,16.0,8.0,0.0,8.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0
BOURQUE,GABRIEL,L,57,GABRIEL BOURQUE,1.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,9.0,7.0,14.0,8.0,0.0,2.0,1.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MILLER,ANDREW,C,58,ANDREW MILLER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CARRICK,CONNOR,D,58,CONNOR CARRICK,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,8.0,6.0,12.0,12.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAVARD,DAVID,D,58,DAVID SAVARD,4.0,21.0,10.0,11.0,4.0,0.0,0.0,1.0,2.0,1.0,0.0,3.0,3.0,1.0,0.0,63.0,43.0,75.0,45.0,6.0,6.0,9.0,0.0,14.0,16.0,4.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
LETANG,KRIS,D,58,KRIS LETANG,19.0,51.0,23.0,28.0,17.0,0.0,2.0,4.0,6.0,5.0,4.0,8.0,14.0,5.0,0.0,107.0,52.0,83.0,50.0,10.0,24.0,14.0,3.0,17.0,26.0,22.0,3.0,5.0,5.0,5.0,3.0,0.0,1.0,0.0,0.0,0.0
KYLINGTON,OLIVER,D,58,OLIVER KYLINGTON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FEDUN,TAYLOR,D,58,TAYLOR FEDUN,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LEIER,TAYLOR,L,58,TAYLOR LEIER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCHALLER,TIM,C,59,TIM SCHALLER,1.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,3.0,2.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JOSI,ROMAN,D,59,ROMAN JOSI,14.0,47.0,33.0,14.0,11.0,1.0,2.0,3.0,4.0,6.0,1.0,5.0,7.0,6.0,1.0,109.0,54.0,99.0,56.0,11.0,16.0,20.0,0.0,22.0,28.0,18.0,1.0,7.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0
DZIURZYNSKI,DAVE,L,59,DAVE DZIURZYNSKI,1.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,4.0,8.0,8.0,0.0,2.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BURMISTROV,ALEXANDER,C,6,ALEXANDER BURMISTROV,7.0,14.0,6.0,8.0,6.0,0.0,1.0,0.0,4.0,3.0,0.0,5.0,7.0,0.0,0.0,35.0,26.0,59.0,40.0,3.0,5.0,6.0,0.0,12.0,12.0,1.0,1.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
PETROVIC,ALEX,D,6,ALEX PETROVIC,2.0,15.0,9.0,6.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,50.0,44.0,47.0,31.0,5.0,7.0,3.0,0.0,14.0,14.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GREENE,ANDY,D,6,ANDY GREENE,4.0,9.0,5.0,4.0,2.0,1.0,1.0,0.0,1.0,3.0,0.0,1.0,3.0,1.0,0.0,57.0,39.0,73.0,35.0,3.0,0.0,5.0,1.0,6.0,8.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
STRALMAN,ANTON,D,6,ANTON STRALMAN,9.0,25.0,10.0,15.0,8.0,0.0,1.0,3.0,4.0,2.0,0.0,7.0,8.0,1.0,0.0,75.0,40.0,55.0,25.0,5.0,12.0,7.0,1.0,9.0,13.0,12.0,0.0,7.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
WIDEMAN,DENNIS,D,6,DENNIS WIDEMAN,2.0,17.0,8.0,9.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,43.0,26.0,51.0,33.0,4.0,7.0,5.0,1.0,9.0,11.0,6.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
MCILRATH,DYLAN,D,6,DYLAN MCILRATH,2.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,18.0,17.0,18.0,10.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
JOHNSON,ERIK,D,6,ERIK JOHNSON,11.0,16.0,9.0,7.0,11.0,0.0,0.0,3.0,7.0,1.0,0.0,6.0,6.0,3.0,2.0,67.0,40.0,98.0,52.0,7.0,6.0,3.0,0.0,11.0,12.0,3.0,1.0,6.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
PATERYN,GREG,D,6,GREG PATERYN,1.0,6.0,5.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,17.0,34.0,25.0,1.0,3.0,2.0,0.0,6.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MUZZIN,JAKE,D,6,JAKE MUZZIN,8.0,32.0,15.0,17.0,8.0,0.0,0.0,2.0,3.0,3.0,0.0,7.0,7.0,1.0,0.0,84.0,48.0,75.0,48.0,8.0,12.0,11.0,1.0,14.0,20.0,12.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
EDMUNDSON,JOEL,D,6,JOEL EDMUNDSON,1.0,8.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,30.0,26.0,33.0,30.0,2.0,5.0,1.0,0.0,8.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCANDELLA,MARCO,D,6,MARCO SCANDELLA,5.0,16.0,7.0,9.0,5.0,0.0,0.0,2.0,2.0,1.0,0.0,3.0,3.0,2.0,0.0,58.0,46.0,66.0,36.0,5.0,8.0,3.0,0.0,14.0,14.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
WEBER,MIKE,D,6,MIKE WEBER,1.0,4.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,19.0,17.0,20.0,16.0,1.0,1.0,2.0,0.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PULOCK,RYAN,D,6,RYAN PULOCK,2.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,13.0,13.0,12.0,10.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
WEBER,SHEA,D,6,SHEA WEBER,20.0,31.0,17.0,14.0,19.0,1.0,0.0,3.0,9.0,8.0,0.0,4.0,6.0,14.0,0.0,102.0,49.0,99.0,57.0,12.0,8.0,11.0,0.0,16.0,18.0,12.0,1.0,1.0,15.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
DALEY,TREVOR,D,6,TREVOR DALEY,6.0,22.0,9.0,13.0,6.0,0.0,0.0,1.0,3.0,2.0,0.0,5.0,5.0,1.0,0.0,73.0,52.0,52.0,39.0,6.0,10.0,5.0,1.0,13.0,14.0,8.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
WEBER,YANNICK,D,6,YANNICK WEBER,0.0,7.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,20.0,45.0,28.0,2.0,4.0,1.0,0.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RYAN,BOBBY,R,6,BOBBY RYAN,28.0,34.0,23.0,11.0,28.0,0.0,0.0,5.0,8.0,8.0,7.0,12.0,20.0,6.0,2.0,78.0,46.0,66.0,48.0,8.0,14.0,10.0,2.0,20.0,24.0,10.0,0.0,19.0,0.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0
GRANLUND,MARKUS,C,60,MARKUS GRANLUND,6.0,4.0,4.0,0.0,6.0,0.0,0.0,2.0,1.0,2.0,1.0,3.0,5.0,0.0,1.0,25.0,17.0,31.0,25.0,0.0,3.0,1.0,0.0,3.0,3.0,0.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
TREUTLE,NIKLAS,G,60,NIKLAS TREUTLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BENOIT,ANDRE,D,61,ANDRE BENOIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KULAK,BRETT,D,61,BRETT KULAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRAUN,JUSTIN,D,61,JUSTIN BRAUN,4.0,19.0,11.0,8.0,2.0,1.0,1.0,1.0,0.0,3.0,0.0,2.0,4.0,0.0,0.0,65.0,54.0,73.0,49.0,6.0,6.0,7.0,0.0,18.0,18.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
OUELLET,XAVIER,D,61,XAVIER OUELLET,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NASH,RICK,L,61,RICK NASH,15.0,21.0,11.0,10.0,15.0,0.0,0.0,2.0,6.0,6.0,1.0,7.0,10.0,5.0,0.0,60.0,34.0,46.0,26.0,8.0,5.0,8.0,0.0,15.0,18.0,2.0,1.0,7.0,1.0,4.0,1.0,0.0,1.0,0.0,1.0,0.0
TOLCHINSKY,SERGEY,L,61,SERGEY TOLCHINSKY,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STONE,MARK,R,61,MARK STONE,23.0,38.0,21.0,17.0,22.0,1.0,0.0,3.0,7.0,12.0,1.0,12.0,17.0,5.0,1.0,90.0,45.0,79.0,43.0,10.0,16.0,11.0,1.0,22.0,26.0,10.0,2.0,14.0,2.0,0.0,4.0,1.0,2.0,0.0,0.0,0.0
SUSTR,ANDREJ,D,62,ANDREJ SUSTR,4.0,17.0,5.0,12.0,4.0,0.0,0.0,1.0,2.0,1.0,0.0,4.0,4.0,0.0,0.0,50.0,47.0,61.0,47.0,8.0,3.0,6.0,0.0,16.0,17.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
GRYBA,ERIC,D,62,ERIC GRYBA,1.0,5.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,31.0,26.0,38.0,29.0,2.0,2.0,1.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
TROTMAN,ZACH,D,62,ZACH TROTMAN,2.0,5.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,31.0,27.0,31.0,27.0,0.0,3.0,2.0,0.0,4.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
MARCHAND,BRAD,C,63,BRAD MARCHAND,37.0,24.0,15.0,9.0,32.0,5.0,0.0,14.0,6.0,15.0,2.0,19.0,27.0,6.0,4.0,80.0,54.0,64.0,36.0,8.0,7.0,9.0,0.0,17.0,20.0,2.0,2.0,20.0,0.0,5.0,9.0,0.0,2.0,0.0,0.0,1.0
BOLLAND,DAVE,C,63,DAVE BOLLAND,1.0,4.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,11.0,7.0,17.0,10.0,0.0,2.0,2.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
RIBEIRO,MIKE,C,63,MIKE RIBEIRO,7.0,43.0,19.0,24.0,7.0,0.0,0.0,4.0,2.0,1.0,0.0,5.0,5.0,2.0,0.0,86.0,54.0,50.0,39.0,16.0,13.0,14.0,0.0,29.0,30.0,13.0,0.0,4.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
ENNIS,TYLER,C,63,TYLER ENNIS,4.0,8.0,3.0,5.0,4.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,16.0,6.0,17.0,13.0,1.0,4.0,3.0,0.0,5.0,5.0,3.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
GABRIEL,KURTIS,R,63,KURTIS GABRIEL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BLANDISI,JOSEPH,C,64,JOSEPH BLANDISI,5.0,12.0,9.0,3.0,5.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,1.0,4.0,0.0,28.0,14.0,28.0,24.0,3.0,5.0,3.0,1.0,9.0,10.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0
GRANLUND,MIKAEL,C,64,MIKAEL GRANLUND,13.0,31.0,25.0,6.0,11.0,2.0,0.0,2.0,5.0,6.0,0.0,8.0,10.0,2.0,1.0,65.0,34.0,58.0,44.0,8.0,13.0,10.0,0.0,18.0,22.0,9.0,0.0,10.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
