last,first,pos,num,comb,goals,assists,prim_assist,sec_assist,oz_goal,nz_goal,dz_goal,p1_goal,p2_goal,p3_goal,ot_goal,5v5_goal,ev_goal,pp_goal,sh_goal,goal_for_oi,goal_for_oi_5v5,goal_against_oi,goal_against_oi_5v5,p1_assist,p2_assist,p3_assist,ot_assist,5v5_assist,ev_assist,pp_assist,sh_assist,goal_wrist,goal_slap,goal_snap,goal_back,goal_deflect,goal_tip,goal_wrap,goal_noshot,goal_other
ELLIOTT,BRIAN,G,1,BRIAN ELLIOTT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,62.0,77.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAMPBELL,JACK,G,1,JACK CAMPBELL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENROTH,JHONAS,G,1,JHONAS ENROTH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,20.0,31.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HILLER,JONAS,G,1,JONAS HILLER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,47.0,79.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SAROS,JUUSE,G,1,JUUSE SAROS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KINKAID,KEITH,G,1,KEITH KINKAID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,31.0,58.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BROSSOIT,LAURENT,G,1,LAURENT BROSSOIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,8.0,18.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUONGO,ROBERTO,G,1,ROBERTO LUONGO,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,117.0,141.0,90.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VARLAMOV,SEMYON,G,1,SEMYON VARLAMOV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.0,88.0,148.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GREISS,THOMAS,G,1,THOMAS GREISS,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,88.0,90.0,61.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QUINE,ALAN,C,10,ALAN QUINE,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STREET,BEN,C,10,BEN STREET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCHENN,BRAYDEN,C,10,BRAYDEN SCHENN,26.0,33.0,19.0,14.0,26.0,0.0,0.0,9.0,11.0,6.0,0.0,14.0,15.0,11.0,0.0,87.0,43.0,45.0,30.0,11.0,12.0,10.0,0.0,19.0,22.0,11.0,0.0,9.0,0.0,6.0,1.0,2.0,7.0,0.0,0.0,1.0
SISSONS,COLTON,C,10,COLTON SISSONS,4.0,2.0,0.0,2.0,4.0,0.0,0.0,2.0,1.0,1.0,0.0,4.0,4.0,0.0,0.0,13.0,12.0,12.0,7.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0
MILLER,J.T.,C,10,J.T. MILLER,22.0,21.0,12.0,9.0,22.0,0.0,0.0,8.0,6.0,7.0,1.0,17.0,20.0,2.0,0.0,61.0,45.0,44.0,36.0,3.0,6.0,12.0,0.0,17.0,19.0,2.0,0.0,10.0,1.0,5.0,2.0,1.0,2.0,0.0,0.0,1.0
SCHROEDER,JORDAN,C,10,JORDAN SCHROEDER,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,9.0,9.0,7.0,7.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RICHARDS,MIKE,C,10,MIKE RICHARDS,2.0,3.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,8.0,8.0,20.0,9.0,0.0,2.0,1.0,0.0,3.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRINCE,SHANE,C,10,SHANE PRINCE,6.0,11.0,6.0,5.0,6.0,0.0,0.0,3.0,2.0,1.0,0.0,6.0,6.0,0.0,0.0,30.0,29.0,28.0,21.0,1.0,7.0,3.0,0.0,11.0,11.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
EHRHOFF,CHRISTIAN,D,10,CHRISTIAN EHRHOFF,2.0,10.0,5.0,5.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,27.0,16.0,30.0,25.0,5.0,3.0,2.0,0.0,2.0,2.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
DUCLAIR,ANTHONY,L,10,ANTHONY DUCLAIR,21.0,24.0,13.0,11.0,21.0,0.0,0.0,5.0,9.0,6.0,1.0,12.0,13.0,8.0,0.0,72.0,46.0,39.0,28.0,8.0,10.0,6.0,0.0,19.0,20.0,4.0,0.0,11.0,3.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0
SCHNEIDER,COLE,L,10,COLE SCHNEIDER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANGELIDIS,MIKE,L,10,MIKE ANGELIDIS,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHARP,PATRICK,L,10,PATRICK SHARP,23.0,35.0,25.0,10.0,21.0,1.0,1.0,6.0,5.0,9.0,3.0,12.0,15.0,8.0,0.0,89.0,45.0,57.0,46.0,8.0,13.0,14.0,0.0,15.0,18.0,17.0,0.0,12.0,3.0,3.0,1.0,0.0,4.0,0.0,0.0,0.0
PERRY,COREY,R,10,COREY PERRY,35.0,28.0,22.0,6.0,34.0,1.0,0.0,12.0,11.0,11.0,1.0,20.0,23.0,12.0,0.0,90.0,45.0,49.0,38.0,15.0,6.0,7.0,0.0,15.0,16.0,12.0,0.0,24.0,3.0,1.0,4.0,0.0,2.0,0.0,0.0,1.0
VERSTEEG,KRIS,R,10,KRIS VERSTEEG,15.0,23.0,9.0,14.0,15.0,0.0,0.0,5.0,5.0,5.0,0.0,12.0,13.0,2.0,0.0,52.0,36.0,39.0,33.0,5.0,12.0,6.0,0.0,15.0,16.0,7.0,0.0,7.0,1.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0
YAKUPOV,NAIL,R,10,NAIL YAKUPOV,8.0,15.0,6.0,9.0,8.0,0.0,0.0,3.0,2.0,3.0,0.0,7.0,7.0,1.0,0.0,35.0,24.0,41.0,33.0,6.0,7.0,2.0,0.0,9.0,10.0,5.0,0.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
UPSHALL,SCOTTIE,R,10,SCOTTIE UPSHALL,6.0,8.0,7.0,1.0,6.0,0.0,0.0,2.0,2.0,2.0,0.0,6.0,6.0,0.0,0.0,24.0,21.0,23.0,19.0,2.0,2.0,4.0,0.0,5.0,5.0,0.0,3.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
DESJARDINS,ANDREW,C,11,ANDREW DESJARDINS,8.0,5.0,4.0,1.0,7.0,1.0,0.0,1.0,2.0,5.0,0.0,6.0,8.0,0.0,0.0,20.0,14.0,47.0,26.0,0.0,3.0,2.0,0.0,5.0,5.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0
KOPITAR,ANZE,C,11,ANZE KOPITAR,28.0,49.0,24.0,25.0,28.0,0.0,0.0,5.0,12.0,4.0,7.0,13.0,22.0,5.0,1.0,105.0,60.0,65.0,36.0,13.0,15.0,20.0,1.0,31.0,35.0,13.0,1.0,11.0,2.0,3.0,5.0,3.0,4.0,0.0,0.0,0.0
PIRRI,BRANDON,C,11,BRANDON PIRRI,19.0,15.0,10.0,5.0,19.0,0.0,0.0,3.0,9.0,2.0,5.0,9.0,14.0,5.0,0.0,37.0,23.0,31.0,26.0,4.0,7.0,4.0,0.0,7.0,8.0,7.0,0.0,9.0,3.0,3.0,2.0,0.0,2.0,0.0,0.0,0.0
BOYLE,BRIAN,C,11,BRIAN BOYLE,13.0,7.0,4.0,3.0,13.0,0.0,0.0,2.0,3.0,8.0,0.0,8.0,9.0,2.0,2.0,34.0,25.0,55.0,31.0,2.0,0.0,5.0,0.0,6.0,6.0,1.0,0.0,9.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0
HODGSON,CODY,C,11,CODY HODGSON,3.0,5.0,4.0,1.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,3.0,0.0,0.0,11.0,10.0,9.0,9.0,1.0,1.0,3.0,0.0,4.0,4.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
HUBERDEAU,JONATHAN,C,11,JONATHAN HUBERDEAU,22.0,39.0,21.0,18.0,22.0,0.0,0.0,3.0,10.0,7.0,2.0,13.0,17.0,4.0,1.0,90.0,57.0,57.0,38.0,16.0,13.0,9.0,1.0,27.0,30.0,9.0,0.0,12.0,2.0,4.0,1.0,0.0,2.0,0.0,1.0,0.0
STAAL,JORDAN,C,11,JORDAN STAAL,20.0,28.0,20.0,8.0,20.0,0.0,0.0,6.0,4.0,7.0,3.0,9.0,14.0,6.0,0.0,69.0,36.0,53.0,35.0,7.0,11.0,9.0,1.0,16.0,21.0,5.0,2.0,10.0,0.0,6.0,1.0,2.0,1.0,0.0,0.0,0.0
PORTER,KEVIN,C,11,KEVIN PORTER,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,15.0,10.0,1.0,2.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HANZAL,MARTIN,C,11,MARTIN HANZAL,13.0,28.0,14.0,14.0,13.0,0.0,0.0,4.0,5.0,4.0,0.0,9.0,9.0,3.0,1.0,61.0,33.0,54.0,29.0,10.0,13.0,5.0,0.0,15.0,17.0,11.0,0.0,5.0,1.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0
BACKLUND,MIKAEL,C,11,MIKAEL BACKLUND,21.0,26.0,17.0,9.0,21.0,0.0,0.0,6.0,8.0,5.0,2.0,11.0,14.0,3.0,4.0,69.0,46.0,66.0,36.0,12.0,8.0,6.0,0.0,18.0,19.0,6.0,1.0,11.0,0.0,3.0,4.0,0.0,3.0,0.0,0.0,0.0
HYMAN,ZACH,C,11,ZACH HYMAN,4.0,2.0,2.0,0.0,4.0,0.0,0.0,1.0,2.0,1.0,0.0,3.0,4.0,0.0,0.0,9.0,6.0,11.0,7.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
LERG,BRYAN,L,11,BRYAN LERG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCKENZIE,CURTIS,L,11,CURTIS MCKENZIE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CALVERT,MATT,L,11,MATT CALVERT,11.0,13.0,8.0,5.0,10.0,1.0,0.0,4.0,4.0,3.0,0.0,9.0,10.0,1.0,0.0,37.0,33.0,56.0,30.0,4.0,4.0,5.0,0.0,13.0,13.0,0.0,0.0,4.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0
PARISE,ZACH,L,11,ZACH PARISE,26.0,28.0,14.0,14.0,25.0,1.0,0.0,7.0,9.0,9.0,1.0,15.0,19.0,7.0,0.0,70.0,33.0,51.0,30.0,4.0,9.0,15.0,0.0,12.0,17.0,11.0,0.0,13.0,3.0,3.0,4.0,2.0,1.0,0.0,0.0,0.0
GALLAGHER,BRENDAN,R,11,BRENDAN GALLAGHER,19.0,21.0,12.0,9.0,19.0,0.0,0.0,8.0,8.0,3.0,0.0,10.0,12.0,7.0,0.0,65.0,37.0,31.0,22.0,6.0,7.0,8.0,0.0,14.0,18.0,3.0,0.0,9.0,1.0,2.0,1.0,2.0,4.0,0.0,0.0,0.0
HAYES,JIMMY,R,11,JIMMY HAYES,13.0,16.0,5.0,11.0,13.0,0.0,0.0,3.0,6.0,4.0,0.0,9.0,10.0,3.0,0.0,45.0,31.0,45.0,43.0,6.0,4.0,6.0,0.0,13.0,14.0,2.0,0.0,7.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0
GIONTA,STEPHEN,R,11,STEPHEN GIONTA,1.0,10.0,6.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,18.0,16.0,46.0,28.0,2.0,5.0,3.0,0.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
STAAL,ERIC,C,12,ERIC STAAL,13.0,26.0,16.0,10.0,13.0,0.0,0.0,3.0,6.0,4.0,0.0,10.0,12.0,1.0,0.0,69.0,44.0,57.0,42.0,5.0,11.0,9.0,1.0,17.0,20.0,6.0,0.0,6.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0
LEHTERA,JORI,C,12,JORI LEHTERA,10.0,25.0,11.0,14.0,10.0,0.0,0.0,4.0,2.0,2.0,2.0,7.0,9.0,1.0,0.0,68.0,46.0,42.0,29.0,4.0,13.0,8.0,0.0,17.0,17.0,8.0,0.0,4.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0
BAILEY,JOSH,C,12,JOSH BAILEY,13.0,20.0,11.0,9.0,12.0,1.0,0.0,1.0,4.0,6.0,2.0,6.0,9.0,4.0,0.0,52.0,37.0,55.0,44.0,7.0,7.0,5.0,1.0,17.0,19.0,1.0,0.0,9.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0
FISHER,MIKE,C,12,MIKE FISHER,13.0,10.0,7.0,3.0,13.0,0.0,0.0,4.0,4.0,5.0,0.0,7.0,10.0,3.0,0.0,51.0,26.0,59.0,36.0,4.0,3.0,3.0,0.0,6.0,7.0,2.0,1.0,5.0,0.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0
MARLEAU,PATRICK,C,12,PATRICK MARLEAU,25.0,23.0,13.0,10.0,25.0,0.0,0.0,5.0,11.0,8.0,1.0,12.0,13.0,11.0,1.0,85.0,34.0,82.0,45.0,7.0,7.0,9.0,0.0,9.0,9.0,14.0,0.0,12.0,2.0,4.0,3.0,1.0,2.0,0.0,0.0,1.0
FAKSA,RADEK,C,12,RADEK FAKSA,5.0,7.0,2.0,5.0,5.0,0.0,0.0,0.0,3.0,2.0,0.0,4.0,5.0,0.0,0.0,26.0,20.0,19.0,15.0,2.0,3.0,2.0,0.0,5.0,6.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
BOUCHER,REID,C,12,REID BOUCHER,9.0,11.0,7.0,4.0,9.0,0.0,0.0,3.0,2.0,3.0,1.0,6.0,7.0,2.0,0.0,24.0,13.0,27.0,22.0,8.0,1.0,2.0,0.0,6.0,7.0,4.0,0.0,5.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
KLINKHAMMER,ROB,C,12,ROB KLINKHAMMER,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
LOVEJOY,BEN,D,12,BEN LOVEJOY,4.0,6.0,1.0,5.0,4.0,0.0,0.0,1.0,2.0,1.0,0.0,4.0,4.0,0.0,0.0,51.0,39.0,55.0,35.0,2.0,0.0,3.0,1.0,4.0,5.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
PAILLE,DANIEL,L,12,DANIEL PAILLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAFFL,MICHAEL,L,12,MICHAEL RAFFL,13.0,18.0,10.0,8.0,13.0,0.0,0.0,3.0,8.0,2.0,0.0,11.0,11.0,2.0,0.0,48.0,41.0,35.0,32.0,3.0,6.0,9.0,0.0,16.0,17.0,1.0,0.0,3.0,0.0,2.0,2.0,1.0,5.0,0.0,0.0,0.0
FLEISCHMANN,TOMAS,L,12,TOMAS FLEISCHMANN,14.0,11.0,8.0,3.0,14.0,0.0,0.0,4.0,5.0,5.0,0.0,13.0,13.0,0.0,1.0,40.0,34.0,57.0,42.0,3.0,4.0,3.0,1.0,9.0,10.0,1.0,0.0,9.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
RICHARDSON,BRAD,R,12,BRAD RICHARDSON,11.0,20.0,12.0,8.0,10.0,0.0,1.0,1.0,3.0,7.0,0.0,9.0,11.0,0.0,0.0,46.0,39.0,58.0,29.0,7.0,5.0,6.0,2.0,15.0,20.0,0.0,0.0,7.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0
GIONTA,BRIAN,R,12,BRIAN GIONTA,12.0,21.0,15.0,6.0,11.0,0.0,1.0,6.0,1.0,4.0,1.0,9.0,11.0,1.0,0.0,53.0,34.0,55.0,37.0,6.0,9.0,6.0,0.0,16.0,16.0,5.0,0.0,3.0,2.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0
JONES,DAVID,R,12,DAVID JONES,11.0,7.0,6.0,1.0,11.0,0.0,0.0,2.0,7.0,2.0,0.0,10.0,10.0,1.0,0.0,33.0,31.0,38.0,35.0,2.0,1.0,4.0,0.0,7.0,7.0,0.0,0.0,4.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0
STAFFORD,DREW,R,12,DREW STAFFORD,21.0,17.0,10.0,7.0,20.0,0.0,1.0,5.0,11.0,5.0,0.0,12.0,14.0,6.0,1.0,56.0,36.0,80.0,57.0,6.0,2.0,9.0,0.0,12.0,12.0,3.0,2.0,16.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0
IGINLA,JAROME,R,12,JAROME IGINLA,22.0,25.0,16.0,9.0,22.0,0.0,0.0,7.0,10.0,5.0,0.0,8.0,9.0,13.0,0.0,70.0,35.0,62.0,45.0,7.0,12.0,6.0,0.0,18.0,19.0,6.0,0.0,14.0,4.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0
GABORIK,MARIAN,R,12,MARIAN GABORIK,14.0,10.0,7.0,3.0,14.0,0.0,0.0,6.0,1.0,3.0,4.0,8.0,13.0,1.0,0.0,36.0,19.0,31.0,28.0,2.0,3.0,5.0,0.0,6.0,7.0,3.0,0.0,9.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
PAQUETTE,CEDRIC,C,13,CEDRIC PAQUETTE,6.0,5.0,2.0,3.0,6.0,0.0,0.0,1.0,5.0,0.0,0.0,5.0,5.0,0.0,1.0,16.0,12.0,25.0,18.0,0.0,2.0,3.0,0.0,3.0,5.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
JANMARK,MATTIAS,C,13,MATTIAS JANMARK,15.0,14.0,10.0,4.0,14.0,1.0,0.0,3.0,8.0,3.0,1.0,12.0,14.0,0.0,1.0,53.0,44.0,41.0,34.0,5.0,5.0,4.0,0.0,13.0,13.0,1.0,0.0,10.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0
BONINO,NICK,C,13,NICK BONINO,9.0,20.0,12.0,8.0,8.0,0.0,1.0,1.0,4.0,4.0,0.0,5.0,6.0,2.0,1.0,41.0,30.0,33.0,17.0,1.0,9.0,10.0,0.0,19.0,20.0,0.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
DATSYUK,PAVEL,C,13,PAVEL DATSYUK,18.0,33.0,16.0,17.0,17.0,1.0,0.0,2.0,4.0,9.0,3.0,6.0,9.0,8.0,1.0,73.0,35.0,41.0,31.0,8.0,11.0,12.0,2.0,16.0,21.0,12.0,0.0,11.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0
TANEV,BRANDON,L,13,BRANDON TANEV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GAUDREAU,JOHNNY,L,13,JOHNNY GAUDREAU,31.0,48.0,31.0,17.0,31.0,0.0,0.0,9.0,8.0,10.0,4.0,18.0,24.0,6.0,1.0,103.0,57.0,68.0,51.0,18.0,17.0,8.0,5.0,27.0,33.0,15.0,0.0,21.0,1.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0
CLIFFORD,KYLE,L,13,KYLE CLIFFORD,3.0,6.0,3.0,3.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,3.0,0.0,0.0,15.0,14.0,15.0,14.0,1.0,5.0,0.0,0.0,6.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
CAMMALLERI,MIKE,L,13,MIKE CAMMALLERI,16.0,24.0,18.0,6.0,16.0,0.0,0.0,4.0,4.0,6.0,2.0,10.0,13.0,3.0,0.0,52.0,33.0,25.0,19.0,6.0,9.0,8.0,1.0,16.0,17.0,7.0,0.0,6.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0
PAUL,NICK,L,13,NICK PAUL,2.0,3.0,2.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,9.0,8.0,11.0,10.0,1.0,2.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
SEMIN,ALEXANDER,R,13,ALEXANDER SEMIN,1.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,9.0,7.0,6.0,5.0,1.0,2.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATKINSON,CAM,R,13,CAM ATKINSON,30.0,26.0,19.0,7.0,29.0,1.0,0.0,6.0,7.0,13.0,4.0,17.0,24.0,4.0,2.0,78.0,44.0,83.0,52.0,7.0,7.0,11.0,1.0,16.0,20.0,6.0,0.0,12.0,3.0,11.0,2.0,0.0,2.0,0.0,0.0,0.0
HAYES,KEVIN,R,13,KEVIN HAYES,14.0,22.0,14.0,8.0,14.0,0.0,0.0,4.0,3.0,7.0,0.0,11.0,11.0,3.0,0.0,50.0,40.0,38.0,28.0,10.0,7.0,4.0,1.0,18.0,19.0,3.0,0.0,9.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0
BROWN,MIKE,R,13,MIKE BROWN,2.0,3.0,3.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,9.0,8.0,14.0,14.0,1.0,0.0,2.0,0.0,3.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HENRIQUE,ADAM,C,14,ADAM HENRIQUE,31.0,20.0,7.0,13.0,31.0,0.0,0.0,5.0,12.0,11.0,3.0,18.0,22.0,7.0,2.0,78.0,46.0,67.0,37.0,5.0,5.0,7.0,3.0,11.0,14.0,5.0,1.0,12.0,0.0,7.0,5.0,0.0,6.0,0.0,0.0,1.0
GREENING,COLIN,C,14,COLIN GREENING,7.0,8.0,5.0,3.0,7.0,0.0,0.0,1.0,1.0,5.0,0.0,4.0,6.0,1.0,0.0,21.0,15.0,19.0,15.0,4.0,2.0,2.0,0.0,7.0,7.0,1.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
NYQUIST,GUSTAV,C,14,GUSTAV NYQUIST,17.0,26.0,17.0,9.0,16.0,1.0,0.0,5.0,8.0,2.0,2.0,8.0,10.0,7.0,0.0,67.0,39.0,46.0,36.0,5.0,10.0,10.0,1.0,20.0,21.0,5.0,0.0,8.0,0.0,4.0,1.0,1.0,3.0,0.0,0.0,0.0
VITALE,JOE,C,14,JOE VITALE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
